element_type,osmid,amenity,name,geometry,building,man_made,name:en,capacity,phone,addr:city,addr:district,addr:postcode,addr:province,addr:street,fee,leisure,nodes,building:levels,height,shop,healthcare,wheelchair,name:zh,tourism,int_name,alt_name,name_1,wikidata,addr:housenumber,website,opening_hours,addr:housename,description,cuisine,fast_food,level,opening_hours:covid19,note,bicycle_parking,covered,supervised,power,takeaway,layer,access,female,toilets:disposal,male,name:zh-Hans,ways,type
way,314689017,,,"POLYGON ((114.3519244 30.5574231, 114.3519258 30.5573921, 114.3519285 30.5572968, 114.3518413 30.557295, 114.3518435 30.5572157, 114.3518477 30.5571191, 114.3519603 30.5571227, 114.3519573 30.557192, 114.3520486 30.5571949, 114.3520385 30.5574268, 114.3519244 30.5574231))",yes,,,,,,,,,small shop,,,"[3207359011, 3207359009, 3207359012, 3207359006, 3207359005, 3207359013, 3207359014, 3207359015, 3207359016, 3207359017, 3207359011]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314689019,,迎宾楼,"POLYGON ((114.351884 30.5570619, 114.3518947 30.5568205, 114.3520596 30.5568259, 114.3520489 30.5570673, 114.351884 30.5570619))",yes,,,,,,,,,,,,"[3207359022, 3207359023, 3207359024, 3207359025, 3207359022]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314689020,,学术馆,"POLYGON ((114.3510595 30.5575064, 114.3510649 30.5572121, 114.3511337 30.5572131, 114.3511345 30.5571712, 114.3511592 30.55715, 114.3512085 30.5571446, 114.3512516 30.5571553, 114.3512701 30.5571818, 114.3512695 30.5572148, 114.3513081 30.5572154, 114.3513027 30.5575098, 114.3510595 30.5575064))",yes,,,,,,,,,,,,"[3207359026, 3207359027, 3207359028, 3207359029, 3207359030, 3207359031, 3207359032, 3207359033, 3207359034, 3207359035, 3207359036, 3207359026]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314689021,,公共卫生学院,"POLYGON ((114.3505573 30.5574347, 114.3505577 30.557298, 114.3510074 30.557299, 114.351007 30.5574357, 114.3505573 30.5574347))",yes,,,,,,,,,,,,"[3207359037, 3207359038, 3207359039, 3207359040, 3207359037]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314689024,,7舍,"POLYGON ((114.3512763 30.5584659, 114.3512881 30.5583572, 114.3514099 30.558367, 114.3513981 30.5584756, 114.3512763 30.5584659))",yes,,,,,,,,,,,,"[3207359049, 3207359050, 3207359051, 3207359052, 3207359049]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314689025,,9舍,"POLYGON ((114.3512515 30.5587366, 114.3512694 30.5586199, 114.3513895 30.5586336, 114.3513715 30.5587503, 114.3512515 30.5587366))",yes,,,,,,,,,,,,"[3207359053, 3207359054, 3207359055, 3207359056, 3207359053]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314697933,,8舍,"POLYGON ((114.3507753 30.5586803, 114.3507898 30.5585716, 114.351147 30.5586068, 114.3511325 30.5587156, 114.3507753 30.5586803))",yes,,,,,,,,,,,,"[3207443460, 3207443761, 3207443762, 3207443763, 3207443460]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314697934,,10舍,"POLYGON ((114.3507525 30.5589407, 114.3507642 30.5588471, 114.351114 30.5588795, 114.3511024 30.558973, 114.3507525 30.5589407))",yes,,,,,,,,,,,,"[3207443764, 3207443765, 3207443766, 3207443767, 3207443764]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314697935,restaurant,医学部二食堂,"POLYGON ((114.3496809 30.5587187, 114.3496904 30.5583737, 114.3500662 30.5583814, 114.3500566 30.5587264, 114.3496809 30.5587187))",yes,,,,,,,,,,,,"[3207443768, 3207443769, 3207443770, 3207443771, 3207443768]",,,,,,,,,,,,,,,,,,cafeteria,,,,,,,,,,,,,,,,
way,314697936,,,"POLYGON ((114.3500853 30.5584499, 114.3500928 30.5583329, 114.3507364 30.5583635, 114.3507289 30.5584806, 114.3500853 30.5584499))",yes,,,,,,,,,,,,"[3207443772, 3207443773, 3207443774, 3207443775, 3207443772]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314697938,,教7楼,"POLYGON ((114.3506951 30.5583013, 114.350691 30.5581051, 114.3510622 30.5580994, 114.3510663 30.5582955, 114.3506951 30.5583013))",yes,,,,,,,,,,,,"[3207443780, 3207443781, 3207443782, 3207443783, 3207443780]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314697939,,教6楼,"POLYGON ((114.3508648 30.5580075, 114.3508812 30.5577859, 114.3511568 30.557801, 114.3511405 30.5580225, 114.3508648 30.5580075))",yes,,,,,,,,,,,,"[3207443784, 3207443785, 3207443786, 3207443787, 3207443784]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314697940,,,"POLYGON ((114.3487551 30.5577013, 114.3487661 30.5575225, 114.3488581 30.5575268, 114.348855 30.5575786, 114.349173 30.5575931, 114.3491652 30.5577201, 114.3487551 30.5577013))",yes,,,,,,,,,,,,"[3207443788, 3207443789, 3207443790, 3207443791, 3207443792, 3207443793, 3207443788]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314697941,,,"POLYGON ((114.348762 30.5574777, 114.3487865 30.557181, 114.3488898 30.5571873, 114.3488875 30.5572157, 114.3490019 30.5572227, 114.3489814 30.5574714, 114.3488621 30.5574641, 114.3488605 30.5574838, 114.348762 30.5574777))",yes,,,,,,,,,,,,"[3207443794, 3207443795, 3207443796, 3207443797, 3207443798, 3207443799, 3207443800, 3207443801, 3207443794]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314697942,,,"POLYGON ((114.3492164 30.5575319, 114.3492245 30.5573038, 114.3493122 30.5573061, 114.3493041 30.5575342, 114.3492164 30.5575319))",yes,,,,,,,,,,,,"[3207443802, 3207443803, 3207443804, 3207443805, 3207443802]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314697943,,,"POLYGON ((114.3492971 30.5572158, 114.349307 30.5570168, 114.3494008 30.5570202, 114.349391 30.5572193, 114.3492971 30.5572158))",yes,,,,,,,,,,,,"[3207443806, 3207443807, 3207443808, 3207443809, 3207443806]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314697944,,,"POLYGON ((114.3498579 30.5573724, 114.3498614 30.5572928, 114.3501276 30.5573017, 114.350124 30.5573812, 114.3498579 30.5573724))",yes,,,,,,,,,,,,"[3207443810, 3207443811, 3207443812, 3207443813, 3207443810]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314697945,,医学部7号楼,"POLYGON ((114.349116 30.5580155, 114.3491229 30.5578697, 114.3496668 30.5578889, 114.3496598 30.5580348, 114.349116 30.5580155))",yes,,,,,,,,,,,,"[3207443814, 3207443815, 3207443816, 3207443817, 3207443814]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314697946,,教工2栋,"POLYGON ((114.3488142 30.558084, 114.3488229 30.55799, 114.3487315 30.5579186, 114.3488255 30.5578294, 114.3489123 30.5578972, 114.3489917 30.5578546, 114.3490542 30.557941, 114.3489678 30.5579874, 114.3489578 30.5580939, 114.3488142 30.558084))",residential,,,,,,,,,,,,"[3207443818, 3207443819, 3207443820, 3207443821, 3207443822, 3207443823, 3207443824, 3207443825, 3207443826, 3207443818]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314697947,,教工13栋,"POLYGON ((114.3490109 30.5582483, 114.3490131 30.5581409, 114.349415 30.5581469, 114.3494129 30.5582544, 114.3490109 30.5582483))",yes,,,,,,,,,,,,"[3207443827, 3207443828, 3207443829, 3207443830, 3207443827]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314697948,,23栋,"POLYGON ((114.3490209 30.5584897, 114.349022 30.5583875, 114.3494193 30.5583905, 114.3494182 30.5584928, 114.3490209 30.5584897))",yes,,,,,,,,,,,,"[3207443831, 3207443832, 3207443833, 3207443834, 3207443831]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314697949,,13栋,"POLYGON ((114.3486739 30.5584258, 114.3486949 30.5583039, 114.3489369 30.5583349, 114.3489159 30.5584568, 114.3486739 30.5584258))",yes,,,,,,,,,,,,"[3207443835, 3207443836, 3207443837, 3207443838, 3207443835]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314697950,,12栋,"POLYGON ((114.3486436 30.558681, 114.3486595 30.5585639, 114.3489039 30.5585886, 114.348888 30.5587057, 114.3486436 30.558681))",yes,,,,,,,,,,,,"[3207443839, 3207443840, 3207443841, 3207443842, 3207443839]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314697951,,14栋,"POLYGON ((114.3490027 30.5587011, 114.3490228 30.5585891, 114.3496105 30.5586672, 114.3495904 30.5587793, 114.3490027 30.5587011))",yes,,,,,,,,,,,,"[3207443843, 3207443844, 3207443845, 3207443846, 3207443843]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314697953,,,"POLYGON ((114.3494906 30.55857, 114.3494882 30.5582211, 114.3496192 30.5582204, 114.3496215 30.5585693, 114.3494906 30.55857))",yes,,,,,,,,,,,,"[3207443851, 3207443852, 3207443853, 3207443854, 3207443851]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314697954,,,"POLYGON ((114.3506775 30.557812, 114.3507013 30.5576542, 114.3503854 30.5576189, 114.3503695 30.5576955, 114.3503612 30.5577762, 114.3506775 30.557812))",yes,,,,,,,,,,,,"[3207443855, 3207443856, 3207443857, 3207443859, 3207443858, 3207443855]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314697955,,,"POLYGON ((114.3503695 30.5576955, 114.3503612 30.5577762, 114.3500238 30.55775, 114.3500311 30.5576737, 114.3501001 30.5576782, 114.3501106 30.5575764, 114.35024 30.5575864, 114.3502298 30.5576847, 114.3503695 30.5576955))",yes,,,,,,,,,,,,"[3207443859, 3207443858, 3207443860, 3207443861, 3207443862, 3207443863, 3207443864, 3207443865, 3207443859]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314697956,,,"POLYGON ((114.3500311 30.5576737, 114.3500238 30.55775, 114.3495816 30.5577187, 114.3495901 30.5576293, 114.3496905 30.5576364, 114.3496983 30.5575548, 114.3497949 30.5575617, 114.3497859 30.5576563, 114.3500311 30.5576737))",yes,,,,,,,,,,,,"[3207443861, 3207443860, 3207443866, 3207443867, 3207443868, 3207443869, 3207443870, 3207443871, 3207443861]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314697959,,门诊楼,"POLYGON ((114.3486053 30.5554224, 114.3486375 30.5551822, 114.3487931 30.5551961, 114.3488027 30.5549909, 114.3488092 30.5548519, 114.3493349 30.5547341, 114.3494073 30.5549235, 114.3493349 30.5549166, 114.3493188 30.5552122, 114.3494342 30.5552099, 114.3494153 30.5554548, 114.3486053 30.5554224))",hospital,,,,,,,,,,,,"[3207443902, 3207443903, 3207443904, 8824576008, 3207443905, 3207443906, 3207443907, 3207443908, 3207443909, 3207443910, 3207443911, 3207443902]",,,,,,门诊楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,354709045,,,"POLYGON ((114.3433689 30.5557386, 114.3433384 30.5556598, 114.3438549 30.5555117, 114.3438836 30.5555859, 114.34385 30.5555955, 114.3438558 30.5556106, 114.3438127 30.5556229, 114.3438047 30.5556021, 114.3437247 30.555625, 114.3437333 30.5556473, 114.3436897 30.5556598, 114.3436773 30.5556452, 114.343608 30.5556651, 114.3436065 30.5556837, 114.3435618 30.5556996, 114.3435448 30.555685, 114.3434719 30.5557097, 114.3434781 30.5557233, 114.3434385 30.5557367, 114.3434262 30.5557221, 114.3433689 30.5557386))",apartments,,,,,,,,,,,,"[3604094621, 3604094622, 3604094623, 3604094624, 3604094625, 3604094626, 3604094627, 3604094628, 3604094629, 3604094630, 3604094631, 3604094632, 3604094633, 3604094634, 3604094635, 3604094636, 3604094637, 3604094638, 3604094639, 3604094640, 3604094621]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,358205726,,,"POLYGON ((114.3571545 30.5364926, 114.3572149 30.5364824, 114.3577087 30.5363993, 114.3576777 30.5362627, 114.3577735 30.5362466, 114.3576814 30.5358405, 114.3573386 30.5358981, 114.3573764 30.5360647, 114.3574861 30.5360462, 114.3575378 30.5362742, 114.3571209 30.5363444, 114.3571545 30.5364926))",yes,,,,,,,,,,,,"[3631666648, 4052778591, 3631666649, 3631666650, 3631666651, 3631666652, 3631666653, 3631666654, 3631666655, 3631666656, 3631666657, 3631666648]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,358205740,,湖濱澡堂,"POLYGON ((114.3633802 30.5449033, 114.3638773 30.5446591, 114.3638177 30.544569, 114.3633205 30.5448132, 114.3633802 30.5449033))",yes,,,,,,,,,,,,"[3631666735, 3631666736, 3631666737, 3631666738, 3631666735]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,380915237,restaurant,工学部2食堂，动机学院小型飞机停放处,"POLYGON ((114.3599723 30.5463113, 114.3600018 30.5461011, 114.3600233 30.5461081, 114.3600233 30.5460711, 114.3600957 30.5460711, 114.3601118 30.5459464, 114.360136 30.5459487, 114.3601413 30.5458632, 114.3602164 30.5458701, 114.3602218 30.5458401, 114.3605544 30.5458701, 114.3605463 30.5459233, 114.3606348 30.5459279, 114.3606027 30.5461335, 114.360659 30.5461381, 114.3606161 30.546376, 114.3599723 30.5463113))",yes,,,,,,,,,,,,"[3842095819, 3842095820, 3842095821, 3842095822, 3842095823, 3842095824, 3842095825, 3842095826, 3842095827, 3842095828, 3842095829, 3842095830, 3842095831, 3842095832, 3842095833, 3842095834, 3842095819]",,,,,,,,,,,,,,,,,,,2,,,,,,,no,,,,,,,,
way,380915252,,电气工程学院报告厅,"POLYGON ((114.3575721 30.5462434, 114.3575863 30.5461063, 114.357834 30.5461337, 114.3578128 30.5462892, 114.3576358 30.5462709, 114.3576394 30.5462404, 114.3575721 30.5462434))",house,,,,,,,,,,,,"[3842096772, 3842096773, 3842096774, 3842096775, 3842096776, 3842096777, 3842096772]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,410145303,marketplace,八一路生鮮市場,"POLYGON ((114.3578277 30.5336582, 114.3585628 30.5334257, 114.3584779 30.5332182, 114.3578946 30.5333823, 114.3577075 30.5334568, 114.3578277 30.5336582))",yes,,,,,,,,,,,,"[4120118119, 4120118120, 4120118121, 9556058390, 4120118122, 4120118119]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,410145308,,,"POLYGON ((114.3619332 30.5466907, 114.3620338 30.5466005, 114.3619694 30.5465289, 114.3619305 30.5464539, 114.3618941 30.5463847, 114.3618795 30.5463245, 114.3618837 30.5462535, 114.3619989 30.5453532, 114.3619219 30.5453434, 114.3619253 30.5452889, 114.3620072 30.5453008, 114.3620472 30.5452296, 114.3620687 30.5452088, 114.3621034 30.5451648, 114.3621518 30.545121, 114.362235 30.5450598, 114.3621276 30.5449731, 114.3620572 30.5450191, 114.3619882 30.5450829, 114.3619305 30.5451475, 114.3618955 30.5452099, 114.3618755 30.5452631, 114.3618657 30.5453043, 114.361736 30.5463118, 114.3617387 30.5463696, 114.3617521 30.5464332, 114.3617722 30.546484, 114.3618134 30.5465524, 114.3618567 30.5466117, 114.3619332 30.5466907))",grandstand,,,,,,,,,,,,"[4120118138, 4120118139, 4120118140, 4120118141, 5487737734, 4120118142, 5487737735, 4120118143, 5487737737, 5487737738, 5487737739, 5487737736, 4120118144, 5487737740, 4120118145, 4120118146, 4120118147, 5487737741, 4120118148, 4120118149, 5487737742, 4120118150, 5487737743, 4120118151, 4120118152, 5487737744, 4120118153, 5487737745, 5487737746, 4120118138]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,433204238,restaurant,工学部CBD,"POLYGON ((114.3574997 30.544116, 114.3576177 30.5441206, 114.3576392 30.5436817, 114.3575158 30.5436794, 114.3574997 30.544116))",yes,,,,,,,,,,,,"[4320485424, 4320485425, 4320485426, 4320485427, 4320485424]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437524629,,内诊综合楼,"POLYGON ((114.3469503 30.5564269, 114.3476751 30.5564559, 114.347668 30.556587, 114.3481823 30.5566076, 114.3481747 30.5567469, 114.3483712 30.5567548, 114.3483427 30.5571967, 114.3477842 30.5571733, 114.3477887 30.5570608, 114.346918 30.5570259, 114.3469503 30.5564269))",hospital,,,,,,,,,,,,"[4353371745, 4353371746, 4353371747, 4353371748, 4353371749, 4353371750, 4353371751, 8824671017, 8824612316, 4353371752, 4353371745]",,,,,,内诊综合楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,479220114,,,"POLYGON ((114.3597924 30.5456882, 114.3600182 30.5457089, 114.360036 30.5455653, 114.3600535 30.5455669, 114.3600636 30.5454846, 114.3598203 30.5454624, 114.3597924 30.5456882))",yes,,,,,,,,,,,,"[4723624259, 4723624258, 4723624254, 4723624255, 4723624257, 4723624256, 4723624259]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,479220115,,,"POLYGON ((114.3601039 30.5453936, 114.3600896 30.5455226, 114.3602022 30.5455319, 114.3602165 30.5454029, 114.3601039 30.5453936))",yes,,,,,,,,,,,,"[4723624263, 4723624260, 4723624261, 4723624262, 4723624263]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,479220116,,,"POLYGON ((114.3601575 30.5453543, 114.3605893 30.5453948, 114.3605981 30.5453257, 114.3601662 30.5452852, 114.3601575 30.5453543))",yes,,,,,,,,,,,,"[4723624267, 4723624266, 4723624265, 4723624264, 4723624267]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,479220117,,,"POLYGON ((114.3605303 30.5454213, 114.3605092 30.5456106, 114.3605271 30.545612, 114.3605195 30.5456804, 114.360641 30.5456905, 114.3606698 30.5454329, 114.3605303 30.5454213))",yes,,,,,,,,,,,,"[4723624271, 4723624253, 4723624252, 4723624268, 4723624269, 4723624270, 4723624271]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,488589883,,,"POLYGON ((114.3515705 30.5456927, 114.3520675 30.5457351, 114.352112 30.5454643, 114.3516043 30.5454219, 114.3515705 30.5456927))",residential,,,,,,,,,,,,"[4808861490, 4808861491, 4808861492, 4808861493, 4808861490]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,488600333,,,"POLYGON ((114.3513245 30.5581987, 114.3517488 30.5582132, 114.3517557 30.5580621, 114.3518064 30.5580638, 114.3518202 30.5577638, 114.351985 30.5577695, 114.351995 30.557554, 114.3515137 30.5575376, 114.3515036 30.5577559, 114.3516513 30.5577609, 114.3516404 30.5579979, 114.3513343 30.5579875, 114.3513245 30.5581987))",residential,,,,,,,,,,,,"[4808966310, 4808966311, 4808966316, 4808966317, 4808966315, 4808966421, 4808966320, 4808966319, 4808966318, 4808966314, 4808966313, 4808966312, 4808966310]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,488600334,,制剂楼,"POLYGON ((114.3497261 30.5581746, 114.350551 30.558216, 114.3505901 30.557812, 114.3497491 30.5577728, 114.3497261 30.5581746))",yes,,,,,,,,,,,,"[4808966422, 4808966423, 4808966424, 4808966425, 4808966422]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,488600336,,八号教学楼,"POLYGON ((114.3485532 30.5568199, 114.349301 30.5568581, 114.3493221 30.5565525, 114.3492011 30.5565464, 114.3492295 30.5561339, 114.348702 30.556107, 114.3486671 30.5566136, 114.3485677 30.5566085, 114.3485532 30.5568199))",yes,,,,,,,,,,,,"[4808966434, 4808966435, 4808966436, 4808966437, 4808966438, 4808966439, 4808966440, 4808966441, 4808966434]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,488600340,,骨科中心,"POLYGON ((114.3478447 30.5554661, 114.3484398 30.5554901, 114.3484508 30.5552878, 114.3478557 30.5552638, 114.3478524 30.5553238, 114.3478447 30.5554661))",hospital,,Zhongnan Hospital of Wuhan University,,,,,,,,,,"[4808966463, 4808966464, 4808966465, 4808966466, 8824615717, 4808966463]",,,,,,骨科中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,505746697,,星湖综合实验大楼,"POLYGON ((114.3499517 30.5292837, 114.3499985 30.5299009, 114.3500832 30.5299237, 114.3501744 30.5299398, 114.3503326 30.5299907, 114.3503997 30.5300392, 114.3504694 30.5300808, 114.3505365 30.5300831, 114.3505928 30.5300646, 114.3505974 30.5299202, 114.3506169 30.529316, 114.3505982 30.5292791, 114.3505767 30.5292698, 114.3499893 30.5292467, 114.3499571 30.5292583, 114.3499517 30.5292837))",yes,,,,,武汉,洪山区,,湖北省,珞喻路,,,"[1205132461, 1205132553, 1205132551, 1205132518, 1205132561, 1205132478, 1205132607, 1205132608, 1205132634, 9648072282, 1205132482, 1205132555, 1205132548, 1205132473, 1205132475, 1205132461]",,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,
way,543850019,,遥感院小亭子,"POLYGON ((114.3546154 30.5285859, 114.3546583 30.5285767, 114.3546395 30.5285443, 114.3546154 30.5285859))",yes,,,,,,,,,,,,"[5257298737, 5257298738, 5257298739, 5257298737]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,621841801,,,"POLYGON ((114.3490246 30.5290095, 114.3495275 30.5288647, 114.3495595 30.5289473, 114.3494131 30.529098, 114.3492763 30.5291374, 114.3492594 30.529094, 114.3491997 30.5291112, 114.3492226 30.5291702, 114.3491006 30.5292053, 114.3490246 30.5290095))",yes,,,,,,,,,,,,"[5874404424, 5874404425, 5874404426, 5874404427, 5874404428, 5874404429, 5874404430, 5874404431, 5874404432, 5874404424]",6,,mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,664756697,,主席台,"POLYGON ((114.3562008 30.5301958, 114.3562906 30.5301966, 114.356295 30.5298421, 114.3562052 30.5298413, 114.3562008 30.5301958))",yes,,,,,,,,,,,,"[6222270506, 6222270507, 6222270508, 6222270509, 6222270506]",0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
way,737191893,,,"POLYGON ((114.3631571 30.5464465, 114.3635961 30.5462176, 114.3635241 30.5461152, 114.3630852 30.5463443, 114.3631571 30.5464465))",greenhouse,,,,,,,,,,,,"[6901657552, 6901657553, 6901657554, 6901657555, 6901657552]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737191894,,,"POLYGON ((114.3638612 30.5460718, 114.3640451 30.5459781, 114.3637944 30.5456133, 114.3636105 30.545707, 114.3638612 30.5460718))",greenhouse,,,,,,,,,,,,"[6901657556, 6901657557, 6901657558, 6901657559, 6901657556]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,869323037,,卓尔体育馆,"POLYGON ((114.3513814 30.5396293, 114.3517998 30.5397633, 114.3521949 30.5397419, 114.3522028 30.5396747, 114.3522538 30.5396742, 114.3522611 30.5395966, 114.3523159 30.5395814, 114.3524125 30.5390572, 114.3523654 30.5390372, 114.3523813 30.5389781, 114.3523504 30.5389644, 114.3523648 30.5388971, 114.3519956 30.5387376, 114.3518187 30.5387591, 114.3515896 30.5387729, 114.3515605 30.5387799, 114.3515471 30.5388452, 114.3515218 30.538845, 114.3515106 30.5389103, 114.3514645 30.5389178, 114.3513433 30.5394621, 114.3513809 30.5394797, 114.3513678 30.5395453, 114.3513987 30.5395638, 114.3513814 30.5396293))",yes,,,,,,,,,,,sports_hall,"[8101928699, 8101928700, 9591350664, 9591350665, 9591350666, 9591350668, 9591350667, 9556058367, 9591350670, 9591350676, 9591350671, 9556058368, 8101928703, 8101995041, 8101928710, 9591350674, 9591350675, 9591350672, 9591350673, 8101928704, 9591350661, 9591350660, 9591350662, 9591350663, 8101928699]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,869323038,,卓尔附馆,"POLYGON ((114.3511509 30.5402614, 114.3515719 30.5403271, 114.3516482 30.5399641, 114.3512273 30.5398985, 114.3511509 30.5402614))",yes,,,,,,,,,,,sports_hall,"[8101928705, 8101928706, 8101928707, 8101928708, 8101928705]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,916497804,,,"POLYGON ((114.3491283 30.5424398, 114.3491216 30.5422724, 114.3496272 30.5422712, 114.3496272 30.5424329, 114.3491283 30.5424398))",yes,,,,,,,,,,,,"[8512203989, 8512203990, 8512203991, 8512203992, 8512203989]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,953298294,,留學生宿舍,"POLYGON ((114.3671513 30.5400417, 114.3678122 30.5400827, 114.3678151 30.5400481, 114.368214 30.540073, 114.3682101 30.5401188, 114.3681956 30.5402913, 114.3678901 30.5402722, 114.3678866 30.5403128, 114.3675163 30.5402895, 114.3675036 30.5404396, 114.3678699 30.5404628, 114.367873 30.5404269, 114.3683771 30.5404591, 114.3683907 30.5403011, 114.3683149 30.5402963, 114.3683298 30.5401256, 114.3683403 30.5400045, 114.3678257 30.5399713, 114.3678298 30.5399252, 114.3671361 30.5398803, 114.3671288 30.5399646, 114.3671569 30.539975, 114.3671513 30.5400417))",dormitory,,,,,,,,,,,,"[8823668089, 8823668090, 8823668091, 8823668092, 1199740899, 8823668093, 8823668094, 8823668095, 8823668096, 8823668097, 8823668098, 8823668099, 8823668100, 8823668101, 8823668102, 9003420116, 8823668103, 8823668104, 8823668105, 8823668106, 8823668107, 8823668108, 8823668089]",,,,,,留學生宿舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,953298296,,湖濱十五舍,"POLYGON ((114.3647797 30.5451506, 114.3649123 30.5451398, 114.3648591 30.5446586, 114.3645094 30.5446873, 114.364528 30.5448556, 114.3647452 30.5448378, 114.3647623 30.5449934, 114.3647797 30.5451506))",dormitory,,,,,,,,,,,,"[1199819002, 8823668114, 8823668115, 1199819176, 1199819087, 8823668116, 1199819333, 1199819002]",,,,,,湖濱十五舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,
