element_type,osmid,amenity,geometry,access,description,wheelchair,addr:city,addr:country,addr:housenumber,addr:postcode,addr:state,addr:street,email,phone,operator,parking,fee,building,maxheight,name,opening_hours,layer,emergency,nodes,alt_name,building:levels,roof:levels,capacity,leisure,loc_name,name:zh,sport,start_date,wikidata,wikipedia,roof:shape,image,short_name,building:material,height,man_made,tower:construction,tower:type,internet_access,toilets:wheelchair,website,old_name,source,museum,tourism,ele,gnis:county_id,gnis:created,gnis:feature_id,gnis:state_id,healthcare,operator:wikidata,operator:wikipedia,official_name,smoking,architect,contact:website,landuse,plant:method,plant:output:electricity,plant:output:hot_water,plant:output:steam,plant:source,power,ref:US:EIA,designation,contact:phone,shop,supervised,clock,access:conditional,note,building:levels:underground,max_level,min_level,cuisine,building:use,ref,craft,laundry_service,self_service,check_date,operator:type,shelter,residential,historic,observatory:type,voltage,disused:shop,healthcare:speciality,bus,public_transport,addr:county,building:min_level,surface,substation,construction,ways,type,old_name:1925--2018-03-29,old_name:1964-1975
way,303368779,,"POLYGON ((-83.7119474 42.3013208, -83.7120045 42.3013208, -83.7120045 42.3012319, -83.7118692 42.3012319, -83.7118692 42.3013176, -83.7118138 42.3013176, -83.7118138 42.3014462, -83.7119474 42.3014462, -83.7119474 42.3013208))",,,,,,,,,,,,,,,apartments,,,,,,"[3077234961, 3077234962, 3077234963, 3077234964, 3077234965, 3077234966, 3077234967, 3077234968, 3077234961]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303368781,,"POLYGON ((-83.7116156 42.301563, -83.7118372 42.3015634, -83.7118375 42.3014597, -83.711616 42.3014593, -83.7116156 42.301563))",,,,,,,,,,,,,,,apartments,,,,,,"[3077234969, 3077234970, 3077234971, 3077234972, 3077234969]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303368782,,"POLYGON ((-83.7114972 42.3012719, -83.7114972 42.3011925, -83.711467 42.3011925, -83.711467 42.301148, -83.7116295 42.301148, -83.7116295 42.3012719, -83.7114972 42.3012719))",,,,,,,,,,,,,,,apartments,,,,,,"[3077234973, 3077234974, 3077234975, 3077234976, 3077234977, 3077234978, 3077234973]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303368783,,"POLYGON ((-83.7115635 42.3010381, -83.711629 42.3010379, -83.7116295 42.3011155, -83.7114308 42.3011162, -83.7114303 42.3010414, -83.7114886 42.3010411, -83.7114887 42.3010683, -83.7115637 42.3010681, -83.7115635 42.3010381))",,,,,,,,,,,,,,,apartments,,,,,,"[3077234979, 3077234980, 3077234981, 3077234982, 3077234983, 3077234984, 3077234985, 3077234986, 3077234979]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303368784,,"POLYGON ((-83.7115003 42.3014373, -83.7114989 42.3013032, -83.7116357 42.3013024, -83.7116371 42.3014365, -83.7115003 42.3014373))",,,,,,,,,,,,,,,apartments,,,,,,"[3077234987, 3077234988, 3077234989, 3077234990, 3077234987]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303370600,,"POLYGON ((-83.7103379 42.3001753, -83.7102047 42.3001753, -83.7102047 42.3000064, -83.7103379 42.3000064, -83.7103379 42.3001753))",,,,,,,,,,,,,,,apartments,,,,,,"[3077250899, 3077250900, 3077250901, 3077250902, 3077250899]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303370601,,"POLYGON ((-83.7107279 42.2999289, -83.7107279 42.2998845, -83.710693 42.2998845, -83.710693 42.2996827, -83.7105569 42.2996827, -83.7105569 42.2999289, -83.7107279 42.2999289))",,,,,,,,,,,,,,,apartments,,,,,,"[3077250903, 3077250904, 3077250905, 3077250906, 3077250907, 3077250908, 3077250903]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303370602,,"POLYGON ((-83.7103344 42.2999856, -83.710207 42.2999851, -83.7102083 42.2998075, -83.7103357 42.299808, -83.7103344 42.2999856))",,,,,,,,,,,,,,,apartments,,,,,,"[3077250909, 3077250910, 3077250911, 3077250912, 3077250909]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303370603,,"POLYGON ((-83.7103232 42.299695, -83.7103242 42.2996498, -83.7102834 42.2996493, -83.710284 42.2996196, -83.7101739 42.2996182, -83.7101732 42.299647, -83.710129 42.2996465, -83.710128 42.2996926, -83.7103232 42.299695))",,,,,,,,,,,,,,,apartments,,,,,,"[3077250913, 3077250914, 3077250915, 3077250916, 3077250917, 3077250918, 3077250919, 3077250920, 3077250913]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303371322,,"POLYGON ((-83.71762 42.2970159, -83.7174614 42.2970169, -83.7174586 42.2967623, -83.7176172 42.2967614, -83.7176185 42.2968795, -83.71762 42.2970159))",,,,,,2160,,,Cram Place,,,,,,university,,Northwood I/II/III Community Center,,,,"[3077257347, 3077257348, 3077257349, 3077257350, 9051705780, 3077257347]",,1,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474556,,"POLYGON ((-83.7106175 42.2994815, -83.7106485 42.2994814, -83.7106483 42.2994366, -83.710479 42.299437, -83.7104797 42.2996127, -83.710618 42.2996124, -83.7106175 42.2994815))",,,,,,,,,,,,,,,apartments,,,,,,"[3078350409, 3078350410, 3078350411, 3078350412, 3078350413, 3078350414, 3078350409]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474557,,"POLYGON ((-83.710612 42.2994012, -83.7105121 42.2994013, -83.710512 42.2993529, -83.7105492 42.2993529, -83.7105491 42.2992967, -83.7105117 42.2992968, -83.7105116 42.2992534, -83.7106116 42.2992532, -83.710612 42.2994012))",,,,,,,,,,,,,,,apartments,,,,,,"[3078350415, 3078350416, 3078350417, 3078350418, 3078350419, 3078350420, 3078350421, 3078350422, 3078350415]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474558,,"POLYGON ((-83.7100635 42.2997488, -83.7100642 42.299651, -83.7098548 42.2996503, -83.709854 42.2997715, -83.7099107 42.2997717, -83.7099109 42.2997483, -83.7100635 42.2997488))",,,,,,,,,,,,,,,apartments,,,,,,"[3078350423, 3078350424, 3078350425, 3078350426, 3078350427, 3078350428, 3078350423]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474559,,"POLYGON ((-83.7098038 42.2997734, -83.7098028 42.2996742, -83.7096409 42.2996751, -83.7096419 42.2997743, -83.7098038 42.2997734))",,,,,,,,,,,,,,,apartments,,,,,,"[3078350429, 3078350430, 3078350431, 3078350432, 3078350429]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474560,,"POLYGON ((-83.7096044 42.2997013, -83.7094745 42.299701, -83.7094754 42.2995029, -83.7096054 42.2995032, -83.7096044 42.2997013))",,,,,,,,,,,,,,,apartments,,,,,,"[3078351233, 3078351234, 3078351235, 3078351236, 3078351233]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474561,,"POLYGON ((-83.7099807 42.299479, -83.7098237 42.2994786, -83.7098235 42.2995215, -83.7096496 42.299521, -83.7096501 42.2994168, -83.7098143 42.2994172, -83.7098145 42.2993763, -83.7099812 42.2993767, -83.7099807 42.299479))",,,,,,,,,,,,,,,apartments,,,,,,"[3078351237, 3078351238, 3078351239, 3078351240, 3078351241, 3078351242, 3078351243, 3078351244, 3078351237]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474563,,"POLYGON ((-83.7103185 42.2995103, -83.7102617 42.2995107, -83.7102614 42.2994812, -83.7101902 42.2994817, -83.7101906 42.2995118, -83.7100248 42.299513, -83.7100235 42.2994181, -83.71013 42.2994173, -83.7101303 42.2994365, -83.7103175 42.2994352, -83.7103185 42.2995103))",,,,,,,,,,,,,,,apartments,,,,,,"[3078351245, 3078351246, 3078351247, 3078351248, 3078351249, 3078351250, 3078351251, 3078351252, 3078351253, 3078351254, 3078351245]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474565,,"POLYGON ((-83.7103487 42.2993709, -83.7103485 42.2994051, -83.7102879 42.2994048, -83.7102889 42.2992528, -83.710348 42.299253, -83.7103478 42.2992845, -83.710394 42.2992847, -83.7103934 42.2993711, -83.7103487 42.2993709))",,,,,,,,,,,,,,,apartments,,,,,,"[3078351255, 3078351256, 3078351257, 3078351258, 3078351259, 3078351260, 3078351261, 3078351262, 3078351255]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474566,,"POLYGON ((-83.7102452 42.2993048, -83.7099708 42.2993068, -83.7099695 42.2992049, -83.7102438 42.2992029, -83.7102452 42.2993048))",,,,,,,,,,,,,,,apartments,,,,,,"[3078351263, 3078351264, 3078351265, 3078351266, 3078351263]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474568,,"POLYGON ((-83.7097998 42.2992463, -83.7097967 42.2990433, -83.7099351 42.2990422, -83.7099381 42.2992452, -83.7097998 42.2992463))",,,,,,,,,,,,,,,apartments,,,,,,"[3078351267, 3078351268, 3078351269, 3078351270, 3078351267]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474569,,"POLYGON ((-83.7099121 42.2990221, -83.7099114 42.2988863, -83.7097816 42.2988867, -83.7097823 42.2990224, -83.7099121 42.2990221))",,,,,,,,,,,,,,,apartments,,,,,,"[3078351271, 3078351272, 3078351273, 3078351274, 3078351271]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474571,,"POLYGON ((-83.7100816 42.2989761, -83.7100819 42.2990224, -83.7101705 42.299022, -83.7101704 42.299011, -83.7102396 42.2990107, -83.7102405 42.2991229, -83.7100731 42.2991236, -83.7100728 42.2990833, -83.7099624 42.2990838, -83.7099615 42.2989766, -83.7100816 42.2989761))",,,,,,,,,,,,,,,apartments,,,,,,"[3078351275, 3078351276, 3078351277, 3078351278, 3078351279, 3078351280, 3078351281, 3078351282, 3078351283, 3078351284, 3078351275]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474572,,"POLYGON ((-83.7102817 42.2991233, -83.710281 42.2990201, -83.7105863 42.2990189, -83.710587 42.2991221, -83.7102817 42.2991233))",,,,,,,,,,,,,,,apartments,,,,,,"[3078351285, 3078351286, 3078351287, 3078351288, 3078351285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474574,,"POLYGON ((-83.7110261 42.299189, -83.7106554 42.299189, -83.7106554 42.2993173, -83.7107118 42.2993173, -83.7107118 42.2992929, -83.7110261 42.2992929, -83.7110261 42.299189))",,,,,,,,,,,,,,,apartments,,,,,,"[3078351289, 3078351290, 3078351291, 3078351292, 3078351293, 3078351294, 3078351289]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474576,,"POLYGON ((-83.7107082 42.2988428, -83.7107091 42.2989612, -83.7105704 42.2989618, -83.7105695 42.2988365, -83.7106283 42.2988362, -83.7106277 42.2987599, -83.7106853 42.2987597, -83.7106843 42.2986412, -83.7108191 42.2986407, -83.7108201 42.2987611, -83.7107612 42.2987613, -83.7107618 42.2988426, -83.7107082 42.2988428))",,,,,,,,,,,,,,,apartments,,,,,,"[3078351295, 3078351296, 3078351297, 3078351298, 3078351299, 3078351300, 3078351301, 3078351302, 3078351303, 3078351304, 3078351305, 3078351306, 3078351295]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474578,,"POLYGON ((-83.7110602 42.2992319, -83.7110558 42.298991, -83.7112237 42.2989893, -83.7112245 42.299033, -83.7111921 42.2990334, -83.7111957 42.2992306, -83.7110602 42.2992319))",,,,,,,,,,,,,,,apartments,,,,,,"[3078351307, 3078351308, 3078351309, 3078351310, 3078351311, 3078351312, 3078351307]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474580,,"POLYGON ((-83.7111777 42.298908, -83.7111028 42.2989075, -83.7111031 42.2988752, -83.7110436 42.2988748, -83.7110427 42.2989548, -83.7112388 42.298956, -83.7112396 42.2988784, -83.7111781 42.298878, -83.7111777 42.298908))",,,,,,,,,,,,,,,apartments,,,,,,"[3078351313, 3078351314, 3078351315, 3078351316, 3078351317, 3078351318, 3078351319, 3078351320, 3078351313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474581,,"POLYGON ((-83.7113835 42.2989974, -83.7113839 42.2990198, -83.7114432 42.2990193, -83.7114411 42.2988937, -83.7112803 42.2988952, -83.711282 42.2989983, -83.7113835 42.2989974))",,,,,,,,,,,,,,,apartments,,,,,,"[3078351321, 3078351322, 3078351323, 3078351324, 3078351325, 3078351326, 3078351321]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474583,,"POLYGON ((-83.7114933 42.2990131, -83.7114922 42.298912, -83.7117663 42.2989104, -83.7117674 42.2990115, -83.7114933 42.2990131))",,,,,,,,,,,,,,,apartments,,,,,,"[3078351327, 3078351328, 3078351329, 3078351330, 3078351327]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474585,,"POLYGON ((-83.7119586 42.2989662, -83.7119544 42.298684, -83.7118226 42.2986851, -83.7118268 42.2989673, -83.7119586 42.2989662))",,,,,,,,,,,,,,,apartments,,,,,,"[3078351331, 3078351332, 3078351533, 3078351534, 3078351331]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474586,,"POLYGON ((-83.7114467 42.2987521, -83.7114453 42.2986237, -83.7114994 42.2986234, -83.7114997 42.2986496, -83.7117606 42.2986479, -83.7117617 42.2987501, -83.7114467 42.2987521))",,,,,,,,,,,,,,,apartments,,,,,,"[3078351535, 3078351536, 3078351537, 3078351538, 3078351539, 3078351540, 3078351535]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474588,,"POLYGON ((-83.7112397 42.2987057, -83.71124 42.2986464, -83.7113972 42.2986469, -83.7113967 42.2987478, -83.7111998 42.2987473, -83.7111997 42.298782, -83.7110815 42.2987817, -83.7110816 42.2987519, -83.7110445 42.2987518, -83.7110447 42.2987051, -83.7112397 42.2987057))",,,,,,,,,,,,,,,apartments,,,,,,"[3078351541, 3078351542, 3078351543, 3078351544, 3078351545, 3078351546, 3078351547, 3078351548, 3078351549, 3078351550, 3078351541]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474590,,"POLYGON ((-83.7111126 42.2986808, -83.7111113 42.2985883, -83.7110402 42.2985888, -83.7110384 42.2984566, -83.7111169 42.298456, -83.7111159 42.2983746, -83.7110598 42.298375, -83.7110587 42.2982939, -83.7109231 42.2982949, -83.7109241 42.2983735, -83.7109741 42.2983731, -83.7109755 42.2984787, -83.7109324 42.298479, -83.7109336 42.2985647, -83.7109729 42.2985644, -83.7109744 42.2986818, -83.7111126 42.2986808))",,,,,,,,,,,,,,,apartments,,,,,,"[3078351551, 3078351552, 3078351553, 3078351554, 3078351555, 3078351556, 3078351557, 3078351558, 3078351559, 3078351560, 3078351561, 3078351562, 3078351563, 3078351564, 3078351565, 3078351566, 3078351551]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474591,,"POLYGON ((-83.7108568 42.2985926, -83.7107633 42.298593, -83.7107622 42.2984516, -83.710859 42.2984512, -83.7108594 42.298496, -83.710814 42.2984962, -83.7108145 42.2985565, -83.7108565 42.2985563, -83.7108568 42.2985926))",,,,,,,,,,,,,,,apartments,,,,,,"[3078351567, 3078351568, 3078351569, 3078351570, 3078351571, 3078351572, 3078351573, 3078351574, 3078351567]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474593,,"POLYGON ((-83.710607 42.2984666, -83.710607 42.2984218, -83.7104991 42.2984219, -83.7104989 42.2983283, -83.7106113 42.2983282, -83.7106114 42.2983637, -83.7107212 42.2983636, -83.7107213 42.2984665, -83.710607 42.2984666))",,,,,,,,,,,,,,,apartments,,,,,,"[3078351575, 3078351576, 3078351577, 3078351578, 3078351579, 3078351580, 3078351581, 3078351582, 3078351575]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474594,,"POLYGON ((-83.7109497 42.2982686, -83.7109492 42.2981045, -83.7108143 42.2981048, -83.7108148 42.2982688, -83.7109497 42.2982686))",,,,,,,,,,,,,,,apartments,,,,,,"[3078351583, 3078351584, 3078351585, 3078351586, 3078351583]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474596,,"POLYGON ((-83.7104529 42.2984014, -83.7104499 42.2982792, -83.7102872 42.2982814, -83.7102896 42.2983791, -83.7103927 42.2983777, -83.7103933 42.2984022, -83.7104529 42.2984014))",,,,,,,,,,,,,,,apartments,,,,,,"[3078351587, 3078351588, 3078351589, 3078351590, 3078351591, 3078351592, 3078351587]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474598,,"POLYGON ((-83.7102564 42.2983134, -83.7101241 42.2983144, -83.7101212 42.2981111, -83.7102536 42.2981101, -83.7102564 42.2983134))",,,,,,,,,,,,,,,apartments,,,,,,"[3078351593, 3078351594, 3078351595, 3078351596, 3078351593]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474599,,"POLYGON ((-83.7104195 42.297966, -83.7102513 42.2979662, -83.7102511 42.2978634, -83.7104193 42.2978631, -83.7104195 42.297966))",,,,,,,,,,,,,,,apartments,,,,,,"[3078351597, 3078351598, 3078351599, 3078351600, 3078351597]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474600,,"POLYGON ((-83.7105683 42.298099, -83.7104734 42.2980995, -83.710474 42.2981495, -83.7103003 42.2981504, -83.7102993 42.298046, -83.7104631 42.298045, -83.7104622 42.2979534, -83.7105661 42.2979528, -83.7105666 42.2979939, -83.7105197 42.2979942, -83.7105203 42.2980556, -83.7105679 42.2980553, -83.7105683 42.298099))",,,,,,,,,,,,,,,apartments,,,,,,"[3078351601, 3078351602, 3078351603, 3078351604, 3078351605, 3078351606, 3078351607, 3078351608, 3078351609, 3078351610, 3078351611, 3078351612, 3078351601]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474602,,"POLYGON ((-83.7108538 42.2979552, -83.7107839 42.2979553, -83.7107843 42.2980948, -83.710721 42.2980949, -83.710721 42.2980661, -83.7106748 42.2980662, -83.7106746 42.2979804, -83.7107155 42.2979803, -83.7107152 42.2978741, -83.7107752 42.297874, -83.7107748 42.2977538, -83.7109112 42.2977536, -83.7109116 42.2978779, -83.7108536 42.297878, -83.7108538 42.2979552))",,,,,,,,,,,,,,,apartments,,,,,,"[3078351613, 3078351614, 3078351615, 3078351616, 3078351617, 3078351618, 3078351619, 3078351620, 3078351621, 3078351622, 3078351623, 3078351624, 3078351625, 3078351626, 3078351613]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474604,,"POLYGON ((-83.7100886 42.2979014, -83.7100886 42.297731, -83.7102221 42.297731, -83.7102221 42.2979014, -83.7100886 42.2979014))",,,,,,,,,,,,,,,apartments,,,,,,"[3078351627, 3078351628, 3078351629, 3078351630, 3078351627]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303474605,,"POLYGON ((-83.7104813 42.2976624, -83.7102531 42.2976631, -83.7102536 42.2977696, -83.7104818 42.297769, -83.7104813 42.2976624))",,,,,,,,,,,,,,,apartments,,,,,,"[3078351631, 3078351632, 3078351833, 3078351834, 3078351631]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303476055,,"POLYGON ((-83.7112642 42.2977305, -83.710943 42.2977319, -83.7109422 42.2976346, -83.7112635 42.2976331, -83.7112642 42.2977305))",,,,,,,,,,,,,,,apartments,,,,,,"[3078375509, 3078375510, 3078375511, 3078375512, 3078375509]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303476056,,"POLYGON ((-83.7108245 42.2973913, -83.7108647 42.2973911, -83.7108654 42.2974744, -83.7108221 42.2974746, -83.7108224 42.2975057, -83.7107675 42.2975059, -83.7107663 42.2973595, -83.7108243 42.2973592, -83.7108245 42.2973913))",,,,,,,,,,,,,,,apartments,,,,,,"[3078375513, 3078375514, 3078375515, 3078375516, 3078375517, 3078375518, 3078375519, 3078375520, 3078375513]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303476057,,"POLYGON ((-83.7106777 42.2977079, -83.7105124 42.2977093, -83.7105108 42.297605, -83.7106705 42.2976037, -83.7106699 42.2975648, -83.7107803 42.2975639, -83.7107815 42.2976563, -83.7106768 42.2976571, -83.7106777 42.2977079))",,,,,,,,,,,,,,,apartments,,,,,,"[3078375521, 3078375522, 3078375523, 3078375524, 3078375525, 3078375526, 3078375527, 3078375528, 3078375521]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303476058,,"POLYGON ((-83.7116208 42.2979313, -83.7116198 42.2978881, -83.7115176 42.2978894, -83.7115166 42.2978479, -83.7114123 42.2978493, -83.7114113 42.2978069, -83.7113058 42.2978083, -83.7113034 42.2977048, -83.7114085 42.2977034, -83.7114094 42.2977412, -83.7115147 42.2977398, -83.7115159 42.2977901, -83.7116314 42.2977886, -83.7116325 42.297835, -83.7117314 42.2978337, -83.7117337 42.2979298, -83.7116208 42.2979313))",,,,,,,,,,,,,,,apartments,,,,,,"[3078375529, 3078375530, 3078375531, 3078375532, 3078380133, 3078380134, 3078380135, 3078380136, 3078380137, 3078380138, 3078380139, 3078380140, 3078380141, 3078380142, 3078380143, 3078380144, 3078375529]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303476059,,"POLYGON ((-83.712002 42.2978746, -83.7118707 42.2978719, -83.7118784 42.2976679, -83.7120097 42.2976707, -83.712002 42.2978746))",,,,,,,,,,,,,,,apartments,,,,,,"[3078380145, 3078380146, 3078380147, 3078380148, 3078380145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303476060,,"POLYGON ((-83.7116749 42.2976822, -83.7116747 42.2976286, -83.711568 42.2976289, -83.7115678 42.2975995, -83.7114647 42.2975997, -83.7114643 42.2974972, -83.711578 42.2974969, -83.7115781 42.2975374, -83.7116839 42.2975372, -83.7116841 42.2975823, -83.7117961 42.2975821, -83.7117965 42.2976819, -83.7116749 42.2976822))",,,,,,,,,,,,,,,apartments,,,,,,"[3078380149, 3078380150, 3078380151, 3078380152, 3078380153, 3078380154, 3078380155, 3078380156, 3078380157, 3078380158, 3078380159, 3078380160, 3078380149]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
