element_type,osmid,amenity,parking,geometry,access,wheelchair,addr:state,building,ele,gnis:county_name,gnis:feature_id,gnis:import_uuid,gnis:reviewed,name,source,addr:housenumber,addr:street,wikidata,created_by,addr:city,addr:country,addr:postcode,alt_name,website,phone,shop,man_made,surveillance:type,height,material,operator,tourism,nodes,building:levels,building:material,leisure,sport,wikipedia,roof:levels,roof:shape,year_of_construction,religion,other_source,opening_hours,note,operator:type,email,gnis:county_id,gnis:created,gnis:state_id,old_name,short_name,ref:isil,addr:housename,full_name,name:zh,internet_access,type,building_1,fee,opening_hours:url,building:flats,content,bridge,layer,ways,aerospace:product,faculty,building:levels:underground
way,29684526,university,,"POLYGON ((-71.1223365 42.376076, -71.1223988 42.376115, -71.1224073 42.3761076, -71.1224432 42.3761302, -71.1224343 42.376138, -71.12251 42.3761854, -71.1224354 42.3762509, -71.1225182 42.3763027, -71.12251 42.3763099, -71.1225396 42.3763285, -71.1224777 42.3763826, -71.1223288 42.3762893, -71.1223076 42.3763079, -71.1222569 42.3762761, -71.1222477 42.3762841, -71.1222425 42.3762851, -71.1222369 42.3762854, -71.1222315 42.376285, -71.1222261 42.3762839, -71.1222213 42.3762821, -71.1222168 42.3762797, -71.1222129 42.3762768, -71.1222098 42.3762734, -71.1222076 42.3762697, -71.1222062 42.3762657, -71.1222061 42.3762586, -71.1222149 42.376251, -71.1221611 42.3762173, -71.1221583 42.3762141, -71.1221559 42.3762107, -71.1221541 42.3762071, -71.122153 42.3762034, -71.1221524 42.3761996, -71.1221525 42.3761959, -71.1221532 42.3761921, -71.1221546 42.3761884, -71.1221565 42.3761848, -71.122159 42.3761815, -71.122162 42.3761784, -71.1221655 42.3761755, -71.1221695 42.3761731, -71.1221737 42.3761711, -71.1221784 42.3761694, -71.1221832 42.3761681, -71.1221883 42.3761673, -71.1221934 42.376167, -71.1221985 42.3761671, -71.1222036 42.3761678, -71.1222086 42.3761688, -71.1222133 42.3761703, -71.1222178 42.3761722, -71.1222233 42.3761754, -71.1223365 42.376076))",,,MA,yes,8,Middlesex,1971231,57871b70-0100-4405-bb30-88b2e001a944,yes,Fay House,MassGIS Buildings (http://www.mass.gov/mgis/lidarbuildingfp2d.htm); USGS Geonames,10,Garden Street,Q16972038,,,,,,,,,,,,,,,"[326615403, 326615405, 326615407, 326615409, 326615411, 326615413, 326615415, 326615417, 326615419, 326615421, 326615423, 326615425, 326615427, 326615429, 326615431, 326615433, 326615435, 326615437, 326615439, 326615441, 326615443, 326615445, 326615447, 326615449, 326615451, 326615453, 326615455, 326615457, 326615459, 326615461, 326615462, 326615463, 326615464, 326615465, 326615466, 326615467, 326615468, 326615469, 326615470, 326615471, 326615473, 326615475, 326615477, 326615479, 326615481, 326615483, 326615485, 326615487, 326615489, 326615491, 326615493, 326615495, 326615403]",,,,,,,,,,,,,,,,,,,,,Fay House,,,,,,,,,,,,,,,
way,29684532,,,"POLYGON ((-71.1127514 42.376075, -71.1129826 42.3761037, -71.112968 42.3761687, -71.112876 42.3761573, -71.1128706 42.3761812, -71.1127999 42.3761724, -71.1127951 42.3761934, -71.1126777 42.3761789, -71.112699 42.3760847, -71.1127479 42.3760908, -71.1127514 42.376075))",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,"[326615585, 326615587, 326615589, 326615591, 326615593, 326615595, 326615597, 326615599, 326615601, 326615603, 326615585]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29684548,,,"POLYGON ((-71.1240025 42.3750211, -71.1246909 42.3751719, -71.1246517 42.3752703, -71.1246235 42.3752641, -71.1245602 42.3754228, -71.1245842 42.3754294, -71.1245374 42.3755223, -71.1245221 42.3755181, -71.1244316 42.375668, -71.1244808 42.375684, -71.1244208 42.375783, -71.123833 42.3755867, -71.1238923 42.3754891, -71.1243057 42.3756272, -71.1243938 42.3754825, -71.1243496 42.3754702, -71.1243966 42.3753774, -71.1244382 42.3753889, -71.1244989 42.3752363, -71.1239635 42.3751191, -71.1240025 42.3750211))",,,,university,,,,,,Cronkhite Center,,84;86,Brattle Street,,,,,,,,,,,,,,,,"[326615817, 326615819, 326615821, 326615823, 326615825, 326615827, 326615829, 326615831, 326615833, 326615835, 326615837, 326615839, 326615840, 326615842, 326615844, 326615845, 326615847, 326615849, 326615851, 326615852, 326615817]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29684550,university,,"POLYGON ((-71.1130368 42.3754308, -71.1135261 42.3754937, -71.1134366 42.3758594, -71.1131804 42.3758248, -71.1131357 42.3758163, -71.1130989 42.3758008, -71.113065 42.3757795, -71.1130361 42.375756, -71.1130116 42.3757267, -71.1129942 42.3756942, -71.112987 42.3756616, -71.1129892 42.3756201, -71.1130368 42.3754308))",,,,yes,,,,,,CGIS Knafel,,1737,Cambridge Street,,,,,,,,,,,,,,,,"[1333853138, 1333853141, 1333853143, 1333853144, 1333853139, 326615914, 1333853145, 3452126827, 3452126828, 3452126829, 1333853137, 1333853140, 1333853138]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29684554,,,"POLYGON ((-71.1177898 42.3755628, -71.1181015 42.3756174, -71.1180649 42.3757322, -71.1177533 42.3756775, -71.1177898 42.3755628))",,,,university,,,,,,Phillips Brooks House,,,,,,,,,,,,,,,,,,,"[326615942, 326615944, 326615946, 326615948, 326615942]",3,,,,,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29684572,,,"POLYGON ((-71.1182216 42.3752314, -71.1181917 42.3753271, -71.1180205 42.375298, -71.1180503 42.3752022, -71.1182216 42.3752314))",,,,university,,,,,,Holden Chapel,,,,Q5879456,,,,,,,,,,,,,,,"[326616203, 326616205, 326616207, 326616209, 326616203]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29684576,,,"POLYGON ((-71.118351 42.3749699, -71.1184345 42.3749846, -71.118351 42.3752466, -71.1182674 42.375232, -71.118351 42.3749699))",,,,dormitory,,,,,,Lionel Hall,,,,,,,,,,,,,,,,,,,"[326616243, 326616245, 326616247, 326616249, 326616243]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29684617,,,"POLYGON ((-71.1180549 42.3732613, -71.1182224 42.3733025, -71.1181064 42.3735553, -71.1179863 42.3735253, -71.1180512 42.3733838, -71.1180068 42.3733727, -71.1180549 42.3732613))",,,,university,,,,,,Wadsworth House,,1341,Massachusetts Avenue,,,,,,,,,,,,,,,,"[326616840, 11016320803, 326616844, 326616846, 326616848, 326616850, 326616840]",2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29684624,,,"POLYGON ((-71.1142057 42.373122, -71.1143255 42.3731422, -71.1143167 42.373171, -71.114458 42.3731947, -71.1144711 42.3731522, -71.1146059 42.3731749, -71.1145558 42.3733387, -71.1143327 42.3733012, -71.1143053 42.3733905, -71.1140973 42.3733555, -71.1141139 42.3733016, -71.1139967 42.3732819, -71.1140446 42.3731257, -71.1141968 42.3731514, -71.1142057 42.373122))",,,MA,university,,,,,,Faculty Club,,20,Quincy Street,,,Cambridge,,02138,,,,,,,,,,,"[326616970, 326616972, 326616974, 326616976, 326616977, 326616979, 326616981, 326616983, 326616985, 326616987, 326616989, 326616991, 326616993, 326616995, 326616970]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29684632,,,"POLYGON ((-71.1167934 42.3729227, -71.1175652 42.3731289, -71.1175197 42.373226, -71.1167477 42.3730177, -71.1167934 42.3729227))",,,,dormitory,,,,,,Wigglesworth Hall E–I,,,,,,,,,,,,,,,,,,,"[326617118, 326617120, 326617122, 326617124, 326617118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29684634,,,"POLYGON ((-71.1133012 42.3730593, -71.1133792 42.3730798, -71.113357 42.3731265, -71.1132789 42.373106, -71.1133012 42.3730593))",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,"[326617144, 326617146, 326617148, 326617150, 326617144]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29684648,,,"POLYGON ((-71.1142836 42.3724142, -71.1147712 42.3724963, -71.1147747 42.3724851, -71.1149264 42.3725107, -71.1148377 42.3728003, -71.1146709 42.3727722, -71.114691 42.3727069, -71.1146292 42.3726966, -71.11462 42.372727, -71.1144282 42.3726948, -71.1144372 42.3726651, -71.1143698 42.3726537, -71.1143419 42.3727448, -71.114392 42.3727533, -71.1143598 42.3728585, -71.1140975 42.3728144, -71.1141299 42.3727086, -71.1141903 42.3727188, -71.1142836 42.3724142))",,,MA,university,,,,,,Barker Center,,12,Quincy Street,Q14715521,,Cambridge,,02138,,,,,,,,,,,"[326617351, 326617353, 326617355, 326617357, 326617359, 326617361, 326617363, 326617365, 326617367, 326617369, 326617372, 326617374, 326617376, 326617377, 326617379, 326617381, 326617383, 326617385, 326617351]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29684664,,,"POLYGON ((-71.1177318 42.3722402, -71.1178036 42.37226, -71.1177788 42.3723094, -71.1177069 42.3722895, -71.1177318 42.3722402))",,,,yes,,,,,,Senior House,,,,,,,,,,,,,,,,,,,"[326617685, 326617687, 326617689, 326617691, 326617685]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29684686,,,"POLYGON ((-71.1183902 42.3713499, -71.1184819 42.3713812, -71.1183708 42.3715602, -71.1182791 42.3715288, -71.1183902 42.3713499))",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,"[326618070, 326618072, 326618074, 326618076, 326618070]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29684694,,,"POLYGON ((-71.119232 42.3710841, -71.1197489 42.3712503, -71.1195346 42.371617, -71.1190175 42.3714508, -71.119232 42.3710841))",,,,yes,5,Middlesex,1971489,57871b70-0100-4405-bb30-88b2e001a944,yes,Malkin Athletic Center (MAC),MassGIS Buildings (http://www.mass.gov/mgis/lidarbuildingfp2d.htm); USGS Geonames,30,Holyoke Street,Q6743907,,,,,,https://www.gocrimson.com/information/facilities/malkin,,,,,,,Harvard University,,"[326618254, 326618256, 326618258, 326618260, 326618254]",,,fitness_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29684697,,,"POLYGON ((-71.1201029 42.3710861, -71.1202041 42.3711255, -71.1201636 42.3711821, -71.1207323 42.3714039, -71.120729 42.3714085, -71.1207561 42.3714191, -71.1208125 42.3713401, -71.1208486 42.3713542, -71.1208016 42.3714201, -71.1208147 42.3714252, -71.1208231 42.3714134, -71.1208899 42.3714395, -71.1208239 42.371532, -71.1207502 42.3715032, -71.1207571 42.3714936, -71.120681 42.371464, -71.1206623 42.3714901, -71.120448 42.371414, -71.1199991 42.3712315, -71.1201029 42.3710861))",,,,university,,,,,,Kirkland Annex,,85,Dunster Street,,,,,,,,,,,,,,,,"[326618287, 326618289, 326618291, 326618293, 6695762295, 6695762296, 6695762297, 6695762298, 6695762299, 6695762300, 6695762301, 6695762302, 6695762304, 6695762303, 6695762305, 6695762306, 326618296, 11011483258, 326618297, 326618287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29684723,,,"POLYGON ((-71.1179915 42.3700079, -71.1181088 42.3700393, -71.1180783 42.3701013, -71.1179611 42.3700699, -71.1179915 42.3700079))",,,,university,,,,,,,,101,Plympton Street,,,,,,,,,,,,,,,,"[326618723, 326618725, 326618727, 326618729, 326618723]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29684730,,,"POLYGON ((-71.1152747 42.3698982, -71.1153718 42.369931, -71.1153223 42.3700107, -71.1152253 42.3699778, -71.1152747 42.3698982))",,,,yes,,,,,,,,1;2,Athens Terrace,,,,,,,,,,,,,,,,"[326618817, 326618818, 326618819, 326618820, 326618817]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29685581,,,"POLYGON ((-71.1130725 42.3786879, -71.1132816 42.3792546, -71.1134038 42.3792301, -71.1134662 42.3793993, -71.1131231 42.3794683, -71.1130327 42.3792232, -71.1130252 42.3792028, -71.1128516 42.3787323, -71.1130725 42.3786879))",,,MA,university,6,Middlesex,1971835,57871b70-0100-4405-bb30-88b2e001a944,no,Vanserg Building,USGS Geonames,25,Francis Avenue,,,,,,,,,,,,,,,,"[326629488, 326629490, 326629492, 326629494, 326629496, 11701267529, 11701267541, 326629533, 326629488]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29685700,,,"POLYGON ((-71.1121524 42.3765124, -71.1122986 42.3765316, -71.1122724 42.3766409, -71.1121264 42.3766217, -71.1121524 42.3765124))",,,,yes,,,,,,,,20,Sumner Road,,,,,,,,,,,,,,,,"[326631104, 326631106, 326631108, 326631110, 326631104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29685743,,,"POLYGON ((-71.1133369 42.3743562, -71.1135096 42.3744545, -71.1134853 42.3745613, -71.1134163 42.3745534, -71.1134203 42.374533, -71.1133354 42.3745237, -71.1133323 42.3745384, -71.113342 42.3745492, -71.113331 42.3745823, -71.113329 42.3746189, -71.1133158 42.3746248, -71.1133135 42.3746403, -71.1133934 42.3746497, -71.1133973 42.3746312, -71.1134701 42.3746394, -71.113442 42.3747531, -71.1133345 42.3747398, -71.1133244 42.3747467, -71.1132929 42.3747431, -71.1132843 42.3747336, -71.113148 42.3747167, -71.1131584 42.3746723, -71.1131765 42.3746745, -71.1131906 42.3746007, -71.1131787 42.3745885, -71.1131823 42.3745647, -71.1131992 42.3745556, -71.113206 42.3745199, -71.1133369 42.3743562))",,,,apartments,,,,,,,,84,Prescott Street,,,,,,,,,,,,,,,,"[326631861, 326631863, 326631865, 326631867, 326631869, 326631871, 326631881, 326631883, 11417624982, 11417624983, 326631885, 326631896, 326631898, 326631900, 326631902, 326631904, 11417624988, 11417624990, 11417624991, 11417624989, 326631906, 326631908, 326631910, 11417624984, 11417624987, 11417624986, 11417624985, 326631912, 326631861]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29708741,,,"POLYGON ((-71.1147556 42.3691749, -71.1148847 42.3691886, -71.1148658 42.3692864, -71.1147368 42.3692726, -71.1147556 42.3691749))",,,,yes,,,,,,,,59,Banks Street,,,,,,,,,,,,,,,,"[327260516, 327260519, 327260522, 327260525, 327260516]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29708790,,,"POLYGON ((-71.1269178 42.3679892, -71.1269554 42.3680074, -71.1270353 42.3679264, -71.1278536 42.3683648, -71.1279481 42.3684153, -71.1275955 42.3687828, -71.127525 42.368744, -71.1274945 42.3687725, -71.1267467 42.3683684, -71.1267635 42.3683508, -71.126637 42.3682801, -71.1269178 42.3679892))",,,MA,yes,,,,,,Bright-Landry Hockey Center,USGS Geonames,65,North Harvard Street,,,Boston,,02163,,https://gocrimson.com/sports/2020/5/8/the-bright-landry-hockey-center.aspx?id=3584,,,,,,,Harvard University,,"[327261021, 9644856281, 9644856282, 325872625, 327261024, 9644856280, 9644856279, 327261027, 9644856278, 9644856277, 327261032, 327261021]",,,ice_rink,ice_hockey,en:Bright Hockey Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29708814,,,"POLYGON ((-71.1248999 42.3675004, -71.1252918 42.3677156, -71.1247761 42.3682392, -71.1243789 42.368024, -71.1248999 42.3675004))",,,,yes,,,,,,Blodgett Pool,,55,North Harvard Street,,,,,,,,,,,,,,,,"[327261314, 327261318, 327261321, 327261324, 327261314]",,,swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29724855,,,"POLYGON ((-71.1256173 42.3826494, -71.1256975 42.3827437, -71.1256489 42.3827675, -71.1256905 42.382818, -71.1252642 42.3830157, -71.1253611 42.3831834, -71.1255655 42.3831186, -71.1256121 42.3831977, -71.1253509 42.3832834, -71.1253129 42.3832182, -71.1252647 42.383233, -71.125156 42.3830397, -71.1251939 42.3830279, -71.1251421 42.3829651, -71.1254042 42.3828463, -71.1253945 42.3828344, -71.1255679 42.3827572, -71.1255753 42.3827654, -71.1255919 42.3827585, -71.1255832 42.3827495, -71.1255979 42.3827438, -71.125548 42.3826846, -71.1256173 42.3826494))",,,,yes,,,,,,,,12;14;15;16;18,Fernald Drive,,,,,,,,,,,,,,,,"[327458167, 327458168, 327458170, 327458173, 327458175, 327458176, 327458178, 327458180, 327458182, 327458183, 327458186, 327458189, 327458190, 327458194, 327458196, 327458200, 11514650030, 11514650031, 11514650033, 11514650032, 327458202, 327458204, 327458167]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29724981,,,"POLYGON ((-71.1257421 42.3820451, -71.125737 42.3820391, -71.1257786 42.3820201, -71.1257846 42.3820272, -71.1258231 42.3820097, -71.1258293 42.3820171, -71.12584 42.3820122, -71.1258837 42.3820646, -71.1259168 42.3820495, -71.1259102 42.3820416, -71.1259507 42.3820232, -71.1259556 42.382029, -71.1259937 42.3820117, -71.1260003 42.3820197, -71.1260086 42.382016, -71.1260443 42.3820588, -71.1260302 42.3820652, -71.1260352 42.3820712, -71.1260713 42.3820548, -71.1261162 42.3821087, -71.1260856 42.3821226, -71.1261248 42.3821695, -71.1261155 42.3821737, -71.126125 42.382185, -71.1260911 42.3822005, -71.1260959 42.3822063, -71.1260473 42.3822285, -71.1260429 42.3822233, -71.1260042 42.3822411, -71.1259958 42.3822312, -71.1259864 42.3822355, -71.1259533 42.3821963, -71.1259744 42.3821866, -71.1259593 42.3821687, -71.1258344 42.3822262, -71.12579 42.3821735, -71.1257762 42.3821798, -71.1257374 42.3821339, -71.1257576 42.3821246, -71.1257415 42.3821056, -71.1257329 42.3821095, -71.1257025 42.3820734, -71.1257136 42.3820683, -71.1257075 42.382061, -71.1257421 42.3820451))",,,,dormitory,,,,,,Tuchman Hall,,,,,,,,,,,,,,,,,,,"[327459056, 11731487491, 11731487492, 11731487493, 11731487494, 11731487495, 11731487496, 327459058, 11731487497, 11731487500, 11731487499, 11731487498, 327459059, 11731487501, 11731487502, 11731487503, 11731487504, 327459061, 327459062, 327459064, 327459065, 11731487505, 11731487506, 327459067, 11731487507, 11731487509, 11731487510, 11731487508, 11731487482, 11731487481, 11731487480, 11731487479, 327459068, 327459070, 327459071, 11731487483, 11731487484, 11731487485, 11731487490, 11731487489, 11731487488, 11731487487, 327459073, 11731487486, 327459056]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29725118,,,"POLYGON ((-71.1185742 42.3805335, -71.118633 42.3805359, -71.1186343 42.3805184, -71.1186899 42.3805206, -71.1186781 42.3806839, -71.1185819 42.3806801, -71.1185858 42.3806255, -71.1185676 42.3806248, -71.1185742 42.3805335))",,,,dormitory,,,,,,,,12,Mellen Street,,,,,,,,,,,,,,,,"[327460024, 3305282881, 3305282880, 327460026, 327460028, 327460030, 3305282878, 3305282879, 327460024]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29725168,,,"POLYGON ((-71.1140582 42.379644, -71.1140968 42.3797515, -71.1141073 42.3797495, -71.1141187 42.379781, -71.1141399 42.3797768, -71.1141627 42.3798402, -71.1140679 42.3798588, -71.114092 42.3799259, -71.113999 42.3799442, -71.1140066 42.3799655, -71.1138922 42.3799879, -71.1137867 42.3796944, -71.1138673 42.3796786, -71.1139061 42.3797865, -71.1139235 42.3797831, -71.1138848 42.3796755, -71.1139652 42.3796597, -71.1140034 42.3797662, -71.114022 42.3797625, -71.1139847 42.3796584, -71.1140582 42.379644))",,,,greenhouse,,,,,,OEB Green House,,50,Oxford Street,,,,,,,,,,,,,,,,"[327460598, 327460599, 11732131079, 11732131080, 327460602, 327460603, 327460604, 327460606, 327460608, 327460609, 327460610, 327460611, 327460613, 327460614, 327460615, 327460618, 327460620, 327460621, 327460624, 327460625, 327460598]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29725198,,,"POLYGON ((-71.1264986 42.3795243, -71.1267657 42.3796791, -71.1266519 42.379787, -71.1263848 42.3796321, -71.1264986 42.3795243))",,,,university,,,,,,,,34,Concord Avenue,,,,,,,,,,,,,,,,"[327460823, 327460825, 327460826, 327460827, 327460823]",2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29725228,,,"POLYGON ((-71.114264 42.3782424, -71.1143138 42.3783767, -71.1134356 42.3785557, -71.1135565 42.3788887, -71.1136819 42.37922, -71.1140193 42.3791512, -71.1140681 42.3792827, -71.1135415 42.37939, -71.1131966 42.3784601, -71.114264 42.3782424))",,,,university,,,,,,Biological Laboratories,,16,Divinity Avenue,,,,,,,,,,,,,,,,"[327460946, 327460947, 327460948, 3809858784, 327460950, 327460952, 327460954, 327460955, 327460957, 327460946]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29725282,,,"POLYGON ((-71.1182942 42.3785024, -71.118319 42.3785728, -71.1182962 42.3785777, -71.1183036 42.3785985, -71.1183498 42.3785901, -71.1183585 42.3786307, -71.1183565 42.3786619, -71.1183465 42.3786926, -71.1183311 42.3787194, -71.1183069 42.3787471, -71.1182757 42.3787713, -71.1182432 42.3787882, -71.1182032 42.3788013, -71.118167 42.3788077, -71.1181342 42.37881, -71.1180937 42.3788075, -71.118051 42.3788001, -71.1180102 42.3787857, -71.1179771 42.3787676, -71.1179488 42.3787437, -71.1179261 42.3787184, -71.1179066 42.3786807, -71.1179549 42.3786698, -71.1179468 42.37865, -71.1179234 42.378655, -71.1178939 42.3785827, -71.117912 42.3785782, -71.1178997 42.3785474, -71.117972 42.3785338, -71.1182645 42.3784762, -71.1182754 42.3785069, -71.1182942 42.3785024))",,,,university,6,Middlesex,1970936;1971346,57871b70-0100-4405-bb30-88b2e001a944,no,Hauser Hall,USGS Geonames,1575,Massachusetts Avenue,Q121436316,,,,02138-2801,,,,,,,,,,,"[327461518, 327461521, 327461530, 3296137625, 3296137626, 3296137631, 3296137632, 3296137634, 3296137636, 3296137638, 3296137640, 3296137642, 3296137644, 3296137645, 3296137643, 3296137641, 3296137639, 3296137637, 3296137635, 3296137633, 327461611, 327461660, 327461661, 327461662, 327461664, 327461665, 3296137630, 3296137629, 11540429884, 3296137627, 3296137628, 327461518]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29725318,,,"POLYGON ((-71.1133541 42.3779425, -71.1133803 42.3780312, -71.1133074 42.3780431, -71.1132811 42.3779544, -71.1133541 42.3779425))",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,"[327461966, 327461968, 327461969, 327461970, 327461966]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29725422,,,"POLYGON ((-71.1150908 42.3767203, -71.1151423 42.3768511, -71.1149578 42.3768909, -71.1149065 42.3767601, -71.1150908 42.3767203))",,,MA,yes,6,Middlesex,1971223;1971778,57871b70-0100-4405-bb30-88b2e001a944,no,Sparks House,USGS Geonames,21,Kirkland Street,Q7836583,,Cambridge,,02138,Sparks Hall,,,,,,,,,,"[367780190, 327462639, 327462640, 327462642, 367780190]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29725477,,,"POLYGON ((-71.1126415 42.376279, -71.1127621 42.3762959, -71.1127645 42.3762863, -71.1128037 42.3762917, -71.1127987 42.3763114, -71.1129523 42.3763328, -71.1129388 42.3763857, -71.1128955 42.3763797, -71.1128926 42.3763907, -71.1128699 42.3763876, -71.1128728 42.3763763, -71.1126254 42.3763419, -71.1126415 42.376279))",,,,yes,,,,,,,,17,Sumner Road,,,,,,,,,,,,,,,,"[327462996, 3452126821, 3452126822, 327462997, 327462999, 327463001, 327463002, 3452126825, 3452126824, 3452126823, 3452126826, 327463003, 327462996]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
