element_type,osmid,nodes,amenity,building,cuisine,name,geometry,name:en,leisure,int_name,building:levels,shop,ways,type
way,891013213,"[8281384448, 8281384191, 8281381718, 8281381061, 8281382629, 8281382371, 8281383934, 8281383279, 8281310904, 8281384586, 8281382113, 8281381460, 8281383026, 8281382769, 8281384332, 8281383676, 8281381203, 8281380946, 8281382513, 8281381858, 8281383421, 8281383166, 8281384729, 8281384074, 8281381602, 8281382205, 8281383768, 8281383116, 8281384678, 8281384422, 8281381949, 8281381294, 8281382859, 8281382603, 8281384165, 8281383511, 8281381036, 8281384816, 8281382345, 8281381692, 8281383254, 8281383000, 8281384561, 8281383908, 8281381435, 8281381178, 8281382744, 8281382088, 8281383652, 8281383396, 8281380921, 8281384307, 8281381834, 8281381578, 8281383141, 8281382488, 8281384051, 8281384654, 8281382181, 8281381529, 8281383092, 8281382835, 8281384398, 8281383744, 8281381270, 8281381012, 8281382579, 8281381925, 8281383487, 8281383231, 8281384793, 8281384141, 8281381668, 8281381411, 8281382976, 8281382321, 8281383884, 8281383627, 8281381153, 8281384537, 8281382064, 8281381809, 8281383371, 8281382719, 8281384282, 8281384026, 8281381553, 8281380896, 8281382463, 8281383068, 8281384630, 8281383978, 8281381505, 8281381246, 8281382811, 8281382157, 8281383720, 8281383463, 8281380988, 8281384374, 8281381901, 8281381644, 8281383207, 8281382555, 8281384117, 8281383861, 8281381388, 8281384770, 8281382298, 8281382040, 8281383603, 8281382952, 8281384513, 8281384258, 8281381785, 8281381128, 8281382695, 8281382439, 8281384002, 8281383347, 8281380872, 8281381920, 8281383482, 8281382830, 8281384393, 8281384136, 8281381663, 8281381007, 8281382574, 8281382316, 8281383879, 8281383226, 8281384788, 8281384532, 8281382059, 8281381406, 8281382971, 8281382714, 8281384277, 8281383622, 8281381148, 8281380891, 8281382458, 8281381804, 8281383366, 8281383111, 8281384673, 8281384021, 8281381548, 8281381289, 8281382854, 8281382200, 8281383763, 8281384369, 8281381896, 8281381240, 8281382806, 8281382550, 8281384112, 8281383458, 8281380983, 8281384765, 8281382293, 8281381639, 8281383202, 8281382947, 8281384508, 8281383856, 8281381383, 8281381123, 8281382690, 8281382035, 8281383598, 8281381494, 8281380834, 8281384253, 8281381780, 8281381524, 8281383087, 8281382434, 8281383997, 8281383739, 8281381265, 8281384649, 8281382176, 8281382778, 8281384341, 8281383686, 8281381212, 8281380955, 8281382522, 8281381868, 8281383430, 8281383175, 8281384738, 8281384084, 8281381611, 8281381356, 8281382921, 8281382266, 8281383830, 8281383574, 8281381099, 8281384484, 8281382011, 8281381756, 8281383318, 8281382666, 8281384228, 8281383972, 8281381499, 8281380842, 8281382409, 8281382151, 8281383714, 8281383062, 8281384624, 8281381187, 8281382753, 8281382097, 8281383661, 8281383405, 8281380930, 8281384316, 8281381843, 8281381587, 8281383150, 8281382497, 8281384060, 8281383803, 8281384448]",,yes,,,"POLYGON ((117.1708125 39.1062376, 117.1708103 39.1062376, 117.1708103 39.1062227, 117.1708004 39.1062227, 117.1708004 39.1062262, 117.1707125 39.1062255, 117.1707125 39.106222, 117.1707031 39.106222, 117.1707027 39.1062255, 117.1706151 39.1062251, 117.1706151 39.1062217, 117.1706058 39.1062213, 117.1706053 39.1062248, 117.1705178 39.1062244, 117.1705178 39.106221, 117.170508 39.106221, 117.170508 39.1062244, 117.1704209 39.1062237, 117.1704209 39.1062203, 117.1704142 39.1062203, 117.1704142 39.106205, 117.1704129 39.1062005, 117.1704098 39.1061967, 117.1704057 39.1061936, 117.1704008 39.1061912, 117.170395 39.1061901, 117.1703892 39.1061901, 117.1703834 39.1061912, 117.1703785 39.1061932, 117.1703745 39.1061967, 117.1703714 39.1062005, 117.1703696 39.1062047, 117.1703696 39.1062189, 117.1703575 39.1062189, 117.1703575 39.1061943, 117.1703187 39.1061939, 117.1703187 39.1062206, 117.1701169 39.1062195, 117.1701169 39.1062237, 117.1700298 39.106223, 117.1700298 39.1062188, 117.1699222 39.1062188, 117.1699222 39.1062233, 117.1698356 39.1062236, 117.1698356 39.1062184, 117.1698222 39.1062184, 117.1696333 39.1062177, 117.1696329 39.106191, 117.1695945 39.106191, 117.1695945 39.1062163, 117.169582 39.1062163, 117.169582 39.1062118, 117.1695793 39.106208, 117.1695757 39.1062045, 117.1695712 39.1062018, 117.1695659 39.1062004, 117.1695605 39.1061997, 117.1695547 39.1062004, 117.1695498 39.1062021, 117.1695453 39.1062045, 117.1695418 39.106208, 117.1695395 39.1062121, 117.1695382 39.1062163, 117.1695319 39.1062163, 117.1695319 39.1062205, 117.1694449 39.1062208, 117.1694449 39.1062166, 117.1694342 39.1062166, 117.1694342 39.1062208, 117.1693466 39.1062211, 117.1693467 39.1062166, 117.1693368 39.1062166, 117.1693368 39.1062211, 117.1692493 39.1062211, 117.1692493 39.1062159, 117.1692395 39.1062159, 117.1692395 39.1062211, 117.169152 39.1062214, 117.169152 39.1062155, 117.1691408 39.1062155, 117.1691408 39.1062308, 117.1691386 39.1062308, 117.169139 39.1062966, 117.169106 39.1062966, 117.1691064 39.1063285, 117.1691452 39.1063281, 117.1691457 39.1063846, 117.1691466 39.1063891, 117.1691488 39.1063933, 117.1691524 39.1063968, 117.1691573 39.1063995, 117.1691626 39.1064013, 117.1691684 39.106402, 117.1691743 39.1064013, 117.1691796 39.1063992, 117.1691845 39.1063964, 117.1691881 39.1063929, 117.1691899 39.1063884, 117.1691908 39.1063839, 117.1691912 39.1063288, 117.1692421 39.1063292, 117.1692417 39.1063677, 117.1692359 39.1063673, 117.1692354 39.1064671, 117.1694319 39.1064678, 117.1694319 39.1064921, 117.1694439 39.1064924, 117.1694435 39.1065184, 117.1694443 39.1065229, 117.1694466 39.1065267, 117.1694502 39.1065302, 117.1694546 39.1065326, 117.1694595 39.1065344, 117.1694653 39.1065347, 117.1695202 39.1065354, 117.1695261 39.1065347, 117.169531 39.106533, 117.1695354 39.1065302, 117.1695386 39.1065267, 117.1695408 39.1065229, 117.1695412 39.1065184, 117.1695408 39.1065143, 117.1695386 39.1065101, 117.169535 39.1065066, 117.1695305 39.1065042, 117.1695252 39.1065025, 117.1695198 39.1065018, 117.1695109 39.1065018, 117.1695113 39.1064921, 117.169543 39.1064928, 117.1695435 39.106463, 117.1695359 39.106463, 117.1695359 39.1064547, 117.1695435 39.106455, 117.169544 39.1063674, 117.1695091 39.106367, 117.1695096 39.1063296, 117.1696337 39.1063303, 117.1698271 39.106331, 117.169827 39.1063698, 117.1698212 39.1063698, 117.1698203 39.1064696, 117.1700172 39.1064703, 117.1700168 39.1064946, 117.1700288 39.1064946, 117.1700288 39.1065209, 117.1700297 39.1065251, 117.1700315 39.1065292, 117.1700351 39.1065324, 117.1700395 39.1065351, 117.1700449 39.1065365, 117.1700502 39.1065372, 117.1701056 39.1065379, 117.170111 39.1065372, 117.1701163 39.1065355, 117.1701208 39.1065327, 117.1701239 39.1065293, 117.1701262 39.1065251, 117.1701266 39.1065209, 117.1701257 39.1065164, 117.1701235 39.1065126, 117.1701204 39.1065092, 117.1701159 39.1065064, 117.1701105 39.1065047, 117.1701047 39.1065043, 117.1700958 39.106504, 117.1700962 39.1064943, 117.1701279 39.1064953, 117.1701284 39.1064652, 117.1701213 39.1064652, 117.1701213 39.1064572, 117.1701284 39.1064572, 117.1701293 39.1063695, 117.1700945 39.1063695, 117.1700949 39.1063321, 117.1704124 39.1063336, 117.1704124 39.1063724, 117.170407 39.106372, 117.1704066 39.1064714, 117.1706026 39.1064722, 117.1706026 39.1064968, 117.1706146 39.1064968, 117.1706146 39.1065228, 117.1706151 39.1065273, 117.1706173 39.1065311, 117.1706209 39.1065345, 117.1706253 39.1065373, 117.1706307 39.1065387, 117.170636 39.106539, 117.1706914 39.1065398, 117.1706968 39.1065391, 117.1707021 39.1065373, 117.1707061 39.1065349, 117.1707097 39.1065311, 117.1707115 39.1065273, 117.1707124 39.1065228, 117.1707115 39.1065186, 117.1707093 39.1065145, 117.1707057 39.106511, 117.1707012 39.1065086, 117.1706963 39.1065068, 117.1706905 39.1065065, 117.1706816 39.1065061, 117.170682 39.1064964, 117.1707137 39.1064975, 117.1707142 39.1064673, 117.1707071 39.1064673, 117.1707071 39.1064594, 117.1707142 39.1064594, 117.1707151 39.1063717, 117.1706803 39.1063714, 117.1706808 39.1063346, 117.1707611 39.106335, 117.1707607 39.1063904, 117.1707611 39.1063946, 117.1707633 39.1063988, 117.1707665 39.1064019, 117.1707709 39.1064046, 117.1707758 39.1064064, 117.1707812 39.1064067, 117.1707866 39.1064064, 117.1707919 39.1064046, 117.1707959 39.1064022, 117.1707995 39.1063988, 117.1708017 39.1063949, 117.1708026 39.1063908, 117.1708031 39.1063354, 117.1708451 39.1063357, 117.1708451 39.1063042, 117.170812 39.1063038, 117.1708125 39.1062376))",,,,,,,
way,891013216,"[8281383983, 8281383329, 8281380853, 8281384635, 8281382162, 8281381510, 8281381829, 8281384046, 8281383391, 8281380916, 8281381173, 8281382739, 8281382483, 8281383983]",,yes,,,"POLYGON ((117.1653092 39.1085243, 117.165311 39.1085736, 117.1651908 39.1085761, 117.1651901 39.1085565, 117.1651733 39.1085569, 117.1651723 39.1085272, 117.1650766 39.1085293, 117.1648425 39.1085343, 117.1648379 39.1084033, 117.1650719 39.1083982, 117.1650697 39.1083366, 117.1655824 39.1083256, 117.1655893 39.1085183, 117.1653092 39.1085243))",,,,,,,
way,891013218,"[8281381127, 8281382694, 8281382039, 8281383602, 8281381127]",,yes,,,"POLYGON ((117.1633679 39.1098937, 117.1633675 39.1098587, 117.163405 39.1098584, 117.163405 39.1098937, 117.1633679 39.1098937))",,,,,,,
way,891013220,"[8281382989, 8281382800, 8281384551, 8281383897, 8281381424, 8281382029, 8281383592, 8281382940, 8281384246, 8281381774, 8281382989]",,yes,,,"POLYGON ((117.1713084 39.1083635, 117.1713092 39.1083862, 117.171312 39.1084648, 117.1714513 39.1084631, 117.1714642 39.1084631, 117.1714629 39.1084094, 117.171466 39.1084094, 117.1714656 39.108355, 117.17132 39.1083578, 117.17132 39.1083633, 117.1713084 39.1083635))",,,,,,,
way,891013221,"[8281382787, 8281383464, 8281384771, 8281382299, 8281380821, 8281381478, 8281382388, 8281383297, 8281382787]",,yes,,,"POLYGON ((117.1635463 39.1089115, 117.1633956 39.1089139, 117.1634045 39.1092521, 117.1635551 39.1092497, 117.1635519 39.1091285, 117.1635505 39.109073, 117.1635491 39.109019, 117.1635475 39.1089604, 117.1635463 39.1089115))",,,,,,,
way,891013228,"[8281382980, 8281384541, 8281384286, 8281381813, 8281382980]",,yes,,,"POLYGON ((117.1665197 39.1131765, 117.1671649 39.1131734, 117.1671645 39.1131017, 117.1665209 39.1130991, 117.1665197 39.1131765))",,,,,,,
way,891013232,"[8281380866, 8281380888, 8281382175, 8281381522, 8281383086, 8281382829, 8281380866]",,yes,,,"POLYGON ((117.1702211 39.1096886, 117.1702161 39.1095256, 117.1693891 39.1095411, 117.1693801 39.1092493, 117.1691713 39.1092532, 117.1691854 39.109708, 117.1702211 39.1096886))",,,,,,,
way,891013239,"[8281382999, 8281384061, 8281381425, 8281383949, 8281381332, 8281382999]",,yes,,,"POLYGON ((117.1635215 39.1098182, 117.1635207 39.1097808, 117.163548 39.1097804, 117.1635486 39.1098417, 117.1635224 39.1098421, 117.1635215 39.1098182))",,,,,,,
way,891013242,"[8281383180, 8281381361, 8281382270, 8281381104, 8281383180]",,yes,,,"POLYGON ((117.164158 39.1101969, 117.1642727 39.110198, 117.1642735 39.110141, 117.1641589 39.1101399, 117.164158 39.1101969))",,,,,,,
way,891013244,"[8281382965, 8281382310, 8281383873, 8281384477, 8281382965]",,yes,,,"POLYGON ((117.1710844 39.1080304, 117.1710835 39.1080092, 117.1710478 39.1080099, 117.1710486 39.1080309, 117.1710844 39.1080304))",,,,,,,
way,891138114,"[8281382083, 8281382340, 8281384811, 8281381430, 8281383903, 8281384160, 8281382083]",,yes,,,"POLYGON ((117.1656 39.1082001, 117.1656145 39.1081999, 117.1656159 39.1082578, 117.1654747 39.1082598, 117.165473 39.1081879, 117.1655996 39.1081862, 117.1656 39.1082001))",,,,,,,
way,924871006,"[8281382269, 8281384487, 8281383832, 8281381613, 8281382269]",,yes,,,"POLYGON ((117.1635162 39.1097156, 117.1636729 39.1097129, 117.1636703 39.1096377, 117.163514 39.1096404, 117.1635162 39.1097156))",,,,,,,
way,924871035,"[8281383459, 8281380984, 8281384767, 8281382295, 8281381640, 8281383459]",,yes,,,"POLYGON ((117.1671215 39.1097437, 117.1671206 39.1097093, 117.1671538 39.1097086, 117.167156 39.1097685, 117.1671226 39.1097689, 117.1671215 39.1097437))",,,,,,,
way,925522416,"[8281384531, 8281382969, 8281381704, 8281382355, 8281310888, 8281381448, 8281383920, 8281383223, 8281381660, 8281382315, 8281384786, 8281382985, 8281381403, 8281383876, 8281384531]",,yes,,,"POLYGON ((117.1665742 39.1065616, 117.1671842 39.1065672, 117.1671914 39.1063008, 117.1677343 39.1063054, 117.1677366 39.1061356, 117.1670713 39.1061307, 117.1670695 39.1062276, 117.1665047 39.1062227, 117.1665042 39.1063876, 117.1664997 39.1063873, 117.1664997 39.1063987, 117.1670645 39.1064033, 117.1670623 39.1064809, 117.1665747 39.1064764, 117.1665742 39.1065616))",,,,,,,
way,925522417,"[8281384326, 8281384069, 8281381596, 8281380940, 8281382507, 8281382250, 8281383813, 8281383160, 8281384237, 8281381765, 8281381107, 8281382675, 8281384472, 8281382000, 8281381344, 8281383928, 8281383020, 8281384691, 8281383128, 8281383381, 8281383671, 8281381197, 8281384580, 8281382107, 8281381853, 8281383415, 8281384326]",,yes,,,"POLYGON ((117.1632192 39.1073038, 117.1632433 39.1073036, 117.1632434 39.1073164, 117.163253 39.1073163, 117.163253 39.1073131, 117.163411 39.1073124, 117.1634111 39.1073293, 117.1634527 39.1073291, 117.1634533 39.1074057, 117.163507 39.1074055, 117.163507 39.1074006, 117.1637504 39.1073995, 117.1637504 39.1074022, 117.1637873 39.1074021, 117.1637867 39.1073215, 117.1637509 39.1073216, 117.1637495 39.1071357, 117.1637813 39.1071355, 117.1637807 39.1070574, 117.1634475 39.1070588, 117.163448 39.1071338, 117.163403 39.1071341, 117.1634032 39.1071543, 117.1632367 39.1071551, 117.1632368 39.1071677, 117.1632182 39.1071677, 117.1632192 39.1073038))",,,,,,,
way,925596038,"[8590004491, 8281381883, 8281383826, 8281381352, 8281381095, 8590004490, 8281384471, 8590004491]",,yes,,,"POLYGON ((117.162675 39.1102429, 117.162676 39.1101655, 117.1627721 39.1101663, 117.1627732 39.1100875, 117.1628603 39.1100882, 117.1628581 39.1102445, 117.1628397 39.1102443, 117.162675 39.1102429))",,,,,,,
way,925596039,"[8281382530, 8281384093, 8281383839, 8281382981, 8281383236, 8281381673, 8281382326, 8281381365, 8281384746, 8281382275, 8281382904, 8281384723, 8281384467, 8281381994, 8281383604, 8281382041, 8281381247, 8281381902, 8281384375, 8281382530]",,yes,,,"POLYGON ((117.163503 39.1080818, 117.1637704 39.1080799, 117.1637697 39.108025, 117.1640872 39.1080227, 117.1640874 39.1080456, 117.1641327 39.1080453, 117.1641325 39.1080224, 117.1642132 39.1080218, 117.1642115 39.1078792, 117.1638403 39.1078818, 117.1638401 39.1078666, 117.1638341 39.1078666, 117.1638329 39.1077584, 117.1637565 39.107759, 117.1637561 39.1077274, 117.1634755 39.1077294, 117.1634767 39.1078316, 117.1634787 39.1080019, 117.1635021 39.1080018, 117.163503 39.1080818))",,,,,,,
way,925596040,"[8281383493, 8281382741, 8281383394, 8281383751, 8281381576, 8281384049, 8281384660, 8281384405, 8281381932, 8281384148, 8281382586, 8281382841, 8281383098, 8281384305, 8281382304, 8281382959, 8281381395, 8281381650, 8281384123, 8281384777, 8281383214, 8281383469, 8281381907, 8281382562, 8281380995, 8281381252, 8281383726, 8281384381, 8281382818, 8281383074, 8281381511, 8281382164, 8281384637, 8281380854, 8281384800, 8281383330, 8281383985, 8281382422, 8281381815, 8281384288, 8281380903, 8281383378, 8281383633, 8281382070, 8281382726, 8281381160, 8281381417, 8281381674, 8281383237, 8281382983, 8281384544, 8281383890, 8281383493]",,yes,,,"POLYGON ((117.1646615 39.1111612, 117.164732 39.1112905, 117.1647691 39.1113601, 117.1648119 39.111428, 117.1648914 39.1114277, 117.1649753 39.1114273, 117.1650231 39.1114273, 117.1652705 39.111427, 117.16527 39.1113578, 117.165229 39.1113578, 117.1652299 39.111294, 117.1651084 39.1112933, 117.1650227 39.1112926, 117.1649767 39.1112926, 117.1649356 39.1112922, 117.1649365 39.1112337, 117.1649549 39.1112316, 117.1649745 39.1112264, 117.1649941 39.1112153, 117.165008 39.1112042, 117.1650165 39.1111928, 117.1650218 39.11118, 117.165025 39.1111675, 117.1650236 39.1111516, 117.1650165 39.111136, 117.1650049 39.1111218, 117.1649879 39.1111072, 117.1649638 39.1110982, 117.1649424 39.1110941, 117.1649218 39.1110941, 117.1649022 39.1110986, 117.1648866 39.1111037, 117.1648741 39.1111107, 117.1648616 39.1111221, 117.1648138 39.1111211, 117.1648116 39.110987, 117.1647884 39.1109762, 117.1647598 39.1109683, 117.1647312 39.1109648, 117.164704 39.1109631, 117.1646776 39.1109648, 117.1646549 39.1109682, 117.1646326 39.1109755, 117.1646156 39.1109824, 117.1645991 39.1109911, 117.1645866 39.1109987, 117.1645727 39.1110084, 117.164587 39.1110341, 117.1645352 39.1110524, 117.1645352 39.1111172, 117.1645798 39.1111172, 117.1645803 39.1111626, 117.1646615 39.1111612))",,,,,,,
way,925596043,"[8281381909, 8281384382, 8281382188, 8281381885, 8281382636, 8281383288, 8281381726, 8281384216, 8281383470, 8281380996, 8281382563, 8281383958, 8281383303, 8281380828, 8281384610, 8281381469, 8281310911, 8281382378, 8281384198, 8281383942, 8281384612, 8281381230, 8281383703, 8281381513, 8281383986, 8281382819, 8281381253, 8281381909]",,yes,,,"POLYGON ((117.1628509 39.1113823, 117.1628857 39.1113823, 117.163167 39.111382, 117.163167 39.1114319, 117.163167 39.111436, 117.1632389 39.1114357, 117.1632366 39.1116266, 117.163233 39.1116266, 117.163233 39.1116807, 117.1632334 39.111796, 117.1631678 39.1117957, 117.1631677 39.1121199, 117.1629869 39.1121199, 117.1629865 39.1120115, 117.1629548 39.1120118, 117.1629115 39.1120115, 117.162911 39.1119526, 117.1629538 39.1119533, 117.1629534 39.11193, 117.1629106 39.11193, 117.1629099 39.1117173, 117.1628669 39.111717, 117.1628665 39.1116788, 117.162816 39.1116795, 117.1628156 39.1116272, 117.1628156 39.1114367, 117.1628156 39.1114093, 117.1628509 39.1113823))",,,,,,,
way,925596046,"[8281383134, 8281384048, 8281382485, 8281382740, 8281381174, 8281381831, 8281384304, 8281382481, 8281382223, 8281383786, 8281380914, 8281383905, 8281384161, 8281382599, 8281383251, 8281381689, 8281381083, 8281383558, 8281384213, 8281382651, 8281382905, 8281381340, 8281381996, 8281384469, 8281384724, 8281383161, 8281383815, 8281382252, 8281382508, 8281380941, 8281381598, 8281384071, 8281384327, 8281382764, 8281383417, 8281382625, 8281381970, 8281383532, 8281381058, 8281384186, 8281310900, 8281383276, 8281382678, 8281381111, 8281381769, 8281384241, 8281384496, 8281382933, 8281381315, 8281383789, 8281384444, 8281384440, 8281381967, 8281383134]",,yes,,,"POLYGON ((117.1687242 39.1112396, 117.1687354 39.1112371, 117.1687688 39.1112256, 117.1687889 39.111217, 117.1688055 39.1112083, 117.1688242 39.1111976, 117.1688385 39.1111879, 117.1688498 39.1111783, 117.1688952 39.1111772, 117.1688939 39.1110912, 117.1688407 39.1110912, 117.1688211 39.1110777, 117.1687997 39.1110656, 117.1687814 39.1110573, 117.1687515 39.1110458, 117.1687314 39.1110403, 117.1687068 39.111034, 117.1686832 39.1110302, 117.1686631 39.1110285, 117.168647 39.1110281, 117.168614 39.1110281, 117.1685983 39.1110292, 117.1685849 39.1110306, 117.1685675 39.1110319, 117.1685595 39.1110344, 117.168547 39.1110371, 117.1685367 39.1110396, 117.1685224 39.1110441, 117.168501 39.1110531, 117.1684956 39.1110555, 117.1684916 39.1110579, 117.1684809 39.1110642, 117.1684648 39.1110759, 117.168459 39.1110818, 117.1684514 39.1110898, 117.1684437 39.1110995, 117.1684068 39.1110991, 117.1684085 39.1111851, 117.1684501 39.1111851, 117.1684532 39.1111889, 117.1684599 39.1111965, 117.1684684 39.1112041, 117.1684782 39.1112117, 117.1684853 39.1112156, 117.1685041 39.1112235, 117.1685228 39.1112301, 117.1685362 39.1112339, 117.1685469 39.111237, 117.1685545 39.1112391, 117.1685719 39.1112433, 117.1685742 39.111244, 117.168575 39.1113396, 117.1687259 39.1113396, 117.1687242 39.1112396))",,,,,,,
way,925596050,"[8281382194, 8281382848, 8281382592, 8281384154, 8281383500, 8281381025, 8281382452, 8281382194]",,yes,,,"POLYGON ((117.170515 39.1080174, 117.1704994 39.1080177, 117.170499 39.1080027, 117.1705192 39.1080024, 117.1705186 39.1079839, 117.1705473 39.1079834, 117.1705483 39.1080169, 117.170515 39.1080174))",,,,,,,
way,925596051,"[8281381116, 8281384361, 8281382683, 8281381823, 8281384040, 8281381426, 8281382991, 8281382735, 8281381116]",,yes,,,"POLYGON ((117.170907 39.1083711, 117.1709076 39.1083923, 117.1709099 39.1084709, 117.1707559 39.1084735, 117.1707536 39.1083915, 117.1707529 39.1083667, 117.1708954 39.1083643, 117.1708956 39.1083713, 117.170907 39.1083711))",,,,,,,
way,1177921693,"[10942430105, 10942430106, 10942430107, 10942430108, 10942430109, 10942430110, 10942430105]",,dormitory,,鹏翔1斋,"POLYGON ((117.1605953 39.110518, 117.1610093 39.1105116, 117.1610026 39.1102509, 117.1607419 39.1102549, 117.1607329 39.1099066, 117.1605797 39.109909, 117.1605953 39.110518))",,,,,,,
way,1177921694,"[10942430111, 10942430112, 10942430113, 10942430114, 10942430115, 10942430116, 10942430111]",,dormitory,,鹏翔2斋,"POLYGON ((117.1605821 39.1098947, 117.1609962 39.1098883, 117.1609895 39.1096276, 117.1607287 39.1096316, 117.1607198 39.1092833, 117.1605666 39.1092857, 117.1605821 39.1098947))",,,,,,,
