element_type,osmid,geometry,addr:city,addr:country,addr:housenumber,addr:state,addr:street,access,building,ele,gnis:county_name,gnis:feature_id,gnis:import_uuid,gnis:reviewed,name,source,note,amenity,operator,wheelchair,layer,parking,website,addr:postcode,description,fixme,tourism,nodes,building:levels,name:etymology:wikidata,name:etymology:wikipedia,wikidata,old_name,alt_name,architect,contact:yelp,display,faces,height,man_made,opening_hours,start_date,support,tower:construction,tower:type,visibility,wikipedia,internet_access,addr:housename,disused:museum,disused:tourism,historic,occupant,comment,air_conditioning,phone,heritage,leisure,sport,is_in:state_code,toilets:wheelchair,healthcare,contact:facebook,contact:instagram,museum,wikimedia_commons,cooperative,heritage:operator,name_1,landuse,plant:output:electricity,plant:source,power,brand,brand:wikidata,cuisine,outdoor_seating,roof:levels,covered,historic:note,ref:nrhp,shop,official_name,operator:type,operator:wikidata,short_name,email,location,designation,survey:date,wheelchair:description,bridge,building:use,disused,min_height,smoking,drinking_water,bar,fax,internet_access:fee,payment:cash,payment:credit_cards,rooms,guest_house,reservation,telescope:type,alt_name_1,content,material,bicycle_parking,branch,cooling:method,memorial,ways,type,architect:wikidata,building:material,contact:foursquare,url,really_has_a_road_through_it
way,1035238649,"POLYGON ((-122.2565239 37.8735343, -122.2565223 37.8735013, -122.2564545 37.8735033, -122.2564561 37.8735364, -122.2565239 37.8735343))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[9536023040, 9536023041, 9536023042, 9536023043, 9536023040]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1037015080,"POLYGON ((-122.2534118 37.8716682, -122.2534065 37.8716077, -122.2534024 37.8715483, -122.2533407 37.8715514, -122.253344 37.8716108, -122.2533481 37.8716713, -122.2534118 37.8716682))",,,,,,,university,,,,,,,,,,,,1,,,,,,,"[9553234193, 10722796263, 9553234194, 9553234195, 10722796262, 9553234196, 9553234193]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1068362916,"POLYGON ((-122.2655372 37.8700738, -122.2655438 37.8701061, -122.2651575 37.8701553, -122.2651448 37.8701468, -122.26501 37.8701647, -122.2649989 37.8701751, -122.264687 37.8702147, -122.264692 37.8702389, -122.2646595 37.8702431, -122.2646618 37.8702542, -122.2645002 37.8702747, -122.2644167 37.8698653, -122.2644497 37.8698611, -122.2644379 37.8698036, -122.2646422 37.8697774, -122.2646574 37.8698511, -122.2644578 37.8698773, -122.2645248 37.8702033, -122.2655372 37.8700738))",,,,,,,grandstand,,,,,,,,,,,,,,,,,,,"[9807584723, 9807584724, 9807584725, 9807584726, 9807584727, 9807584728, 9807584729, 9807584730, 9807584731, 9807584732, 9807584733, 9807584734, 9807571106, 9330669632, 9330669631, 9330669630, 260551621, 260551620, 9807584723]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1080852427,"POLYGON ((-122.2594194 37.8667346, -122.2594251 37.8667627, -122.2593819 37.8667676, -122.2593589 37.8667565, -122.2592975 37.8664544, -122.2592368 37.8664626, -122.2592249 37.86641, -122.25935 37.866392, -122.2593537 37.8664105, -122.2594194 37.8667346))",,,,,,,retail,,,,,,,,,,,,,,,,,,,"[1250673147, 9906741006, 9906741005, 9906741004, 9906741003, 9906741002, 9906741001, 9906741000, 1250673134, 1250673147]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1080852429,"POLYGON ((-122.2551279 37.8696698, -122.2550989 37.8696735, -122.2550773 37.8696762, -122.2550757 37.8696764, -122.2550702 37.8696497, -122.2550226 37.8694159, -122.255011 37.8693594, -122.2550633 37.8693527, -122.255065 37.869361, -122.2550846 37.8694573, -122.2551279 37.8696698))",,,,,,,roof,,,,,,,,,,,,1,,,,,,,"[260547504, 4622849747, 3182054806, 9906770630, 9906770625, 9906770627, 9906770629, 9906770628, 4121821876, 260547503, 260547504]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1098756727,"POLYGON ((-122.2603722 37.8728055, -122.2603598 37.8727729, -122.2604513 37.8727512, -122.2604637 37.8727838, -122.2603722 37.8728055))",,,,,,,yes,,,,,,Press Coffee,,,cafe,,,,,,,Permanent outdoor snack kiosk/coffee shop.,,,"[5950269734, 10060379537, 10060379538, 10060379539, 5950269734]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coffee_shop,yes,,,,,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1099694530,"POLYGON ((-122.2644872 37.8729312, -122.2644867 37.8729211, -122.2644861 37.8729093, -122.2644657 37.8728964, -122.2644431 37.8728977, -122.2644261 37.8729133, -122.264428 37.872935, -122.2644503 37.8729475, -122.2644719 37.8729464, -122.2644872 37.8729312))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[10067176962, 4100150311, 10067176963, 10067176964, 10067176965, 10067176966, 10067176967, 10067176968, 10067176969, 10067176962]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1099761195,"POLYGON ((-122.260734 37.8735948, -122.2607064 37.8735243, -122.2607581 37.8735117, -122.2607858 37.8735822, -122.260734 37.8735948))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[10067810909, 10067810910, 10067810911, 10067810912, 10067810909]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1099761854,"POLYGON ((-122.2603038 37.8728163, -122.2602783 37.8727435, -122.2603087 37.8727369, -122.2603342 37.8728096, -122.2603038 37.8728163))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[10067856617, 10067856618, 10067856619, 10067856620, 10067856617]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1152840447,"POLYGON ((-122.2539838 37.8716004, -122.2540389 37.871639, -122.254104 37.8716846, -122.2541108 37.8717152, -122.2541638 37.871752, -122.2542055 37.8717496, -122.2542142 37.8718481, -122.2541793 37.87185, -122.2541901 37.8719718, -122.2542023 37.8719712, -122.2542083 37.872038, -122.2542085 37.8720407, -122.2542376 37.8720625, -122.2542885 37.8720611, -122.2543167 37.8720307, -122.2543131 37.8719965, -122.2542813 37.8719764, -122.2542797 37.8719625, -122.2544183 37.8719527, -122.2543794 37.871608, -122.2541738 37.8716225, -122.254114 37.8715806, -122.2540536 37.8715383, -122.2539838 37.8716004))",,,,,,,yes,,,,,,Cheit Hall,,,,,,,,,,,,,"[361368891, 286079953, 361368892, 361368893, 361368894, 361368895, 361368896, 361368897, 361368898, 9330952490, 9330952501, 9330952491, 9330952492, 9330952493, 9330952494, 9330952495, 9330952496, 9330952497, 361368899, 361368900, 361368902, 10722796261, 361368903, 361368891]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1158562045,"POLYGON ((-122.247512 37.8761297, -122.2473669 37.8761641, -122.247477 37.8764535, -122.247622 37.8764192, -122.247512 37.8761297))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[10774343694, 10774343695, 10774343696, 10774343697, 10774343694]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1185086035,"POLYGON ((-122.2449619 37.8771822, -122.2448697 37.8772162, -122.2448917 37.8772568, -122.2449852 37.8772224, -122.2449619 37.8771822))",,,,,,,yes,,,,,,75C,,,,,,,,,,,,,"[11008115261, 11008115262, 11008115263, 11008115264, 11008115261]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1226892030,"POLYGON ((-122.239235 37.8680769, -122.2390755 37.8681278, -122.2390586 37.8680949, -122.2392182 37.8680441, -122.239235 37.8680769))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[11377213828, 11377213827, 11377213826, 11377213825, 11377213828]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1228693172,"POLYGON ((-122.2632507 37.870248, -122.2633502 37.8702243, -122.2633223 37.8701512, -122.2632228 37.8701748, -122.2632507 37.870248))",,,,,,,industrial,,,,,,,,,,,,,,,,,,,"[11394559812, 11394559813, 11394559814, 11394559815, 11394559812]",,,,,,,,,,,,cooling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mechanical_draft,,,,,,,,
way,1248812994,"POLYGON ((-122.2561344 37.8727164, -122.2561255 37.8726927, -122.2560935 37.8727002, -122.2561023 37.8727238, -122.2561344 37.8727164))",,,,,,,yes,,,,,,Cupola of the Old Chemistry Building,https://chemistry.berkeley.edu/berkeley-chemistry-1868-to-present,,,,,,,,,"In 1890 a dedicated brick building (""The Old Chemistry Building"") was constructed for the college on what is now the site of Hildebrand Hall.  When it was demolished to make room for more modern facilities in 1966, its cupola was preserved",,,"[11607821228, 11607821229, 11607821230, 11607821231, 11607821228]",,,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building,,,,,,,
relation,18934,"POLYGON ((-122.2601647 37.8708598, -122.2602143 37.8708472, -122.2602012 37.8708069, -122.2603826 37.8707654, -122.2603515 37.870651, -122.2603437 37.870623, -122.2602991 37.8704622, -122.2602785 37.8703934, -122.2600914 37.8704181, -122.2600825 37.8703753, -122.2600314 37.8703824, -122.2600039 37.8702486, -122.2607562 37.8701496, -122.2607837 37.8702851, -122.2607361 37.870292, -122.2607421 37.8703338, -122.2606891 37.8703428, -122.260789 37.8706916, -122.2609339 37.8706583, -122.2609314 37.8706534, -122.2610713 37.8706159, -122.2612564 37.8711045, -122.2605503 37.8712802, -122.2605014 37.8711558, -122.2605818 37.8711331, -122.2605155 37.870951, -122.2605315 37.8709457, -122.2605201 37.8709176, -122.2602104 37.8709891, -122.2601647 37.8708598), (-122.260642 37.8708504, -122.2607374 37.8711058, -122.26107 37.8710298, -122.2609769 37.87077, -122.260642 37.8708504))",,,,CA,,,yes,80,Alameda,1656692,57871b70-0100-4405-bb30-88b2e001a944,,Dwinelle Hall,,,,,limited,,,,,,,,"[[[260544761, 260544785, 260544784, 260544783, 260544782, 1250639420, 9531600068, 1250639422, 260544781, 260544780, 260544779, 260544778, 260544777, 260544776, 260544775, 260544774, 260544773, 260544772, 260544771, 3205769178, 3205769177, 260544770, 260544766, 260544765, 260544764, 260544763, 3205769176, 3205769175, 260544762, 260544761], [260544786, 260544790, 260544788, 260544787, 260544786]]]",6,,,Q5318294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[24024686, 24024687]",multipolygon,,,,,
relation,18935,"POLYGON ((-122.2578781 37.8747643, -122.2578876 37.8747923, -122.2579053 37.8748378, -122.2580262 37.8751669, -122.258041 37.875247, -122.2578338 37.8752728, -122.2574721 37.8753215, -122.2572519 37.8753512, -122.2572334 37.875266, -122.2571256 37.874975, -122.2571066 37.8749261, -122.257178 37.8749086, -122.2577891 37.8747614, -122.2578678 37.8747439, -122.2578781 37.8747643), (-122.257702 37.8750896, -122.2576542 37.8749608, -122.2574384 37.8750107, -122.2574861 37.8751395, -122.257702 37.8750896))",,,,CA,,,yes,114,Alameda,1656682,57871b70-0100-4405-bb30-88b2e001a944,,Cory Hall,USGS Geonames,,,,,,,,,,,,"[[[260541688, 4301522664, 560215482, 560215412, 7021217798, 260541689, 4378691937, 4378691939, 260541690, 272903464, 4301523257, 260541691, 4378691934, 4378691936, 260541688], [4305372285, 4305372287, 4305372284, 4305372286, 4305372285]]]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[24024291, 431329575]",multipolygon,,,,,
relation,94099,"POLYGON ((-122.2628408 37.8716519, -122.2622466 37.8717938, -122.2617976 37.8719032, -122.2616744 37.8719334, -122.2616215 37.871797, -122.2614198 37.8718379, -122.2613945 37.8717787, -122.2613478 37.8717317, -122.2613381 37.8717074, -122.261322 37.8717104, -122.261307 37.8716716, -122.2612938 37.871632, -122.2613086 37.8716283, -122.2612955 37.8715923, -122.261305 37.8715453, -122.2612805 37.8714771, -122.2614819 37.8714255, -122.2614301 37.8712918, -122.2615695 37.8712601, -122.262031 37.8711552, -122.2625999 37.8710192, -122.2626498 37.8711527, -122.2628484 37.8711061, -122.2628903 37.8712173, -122.2629004 37.8712434, -122.2629896 37.8714712, -122.2627897 37.87152, -122.2628408 37.8716519), (-122.2620458 37.8714514, -122.2619063 37.8714816, -122.2618729 37.8713853, -122.2617322 37.8714157, -122.2618513 37.871759, -122.261982 37.8717307, -122.2619426 37.8716171, -122.2620921 37.8715848, -122.2620458 37.8714514))",Berkeley,,,CA,Harmon Way,,university,75,Alameda,1656775,57871b70-0100-4405-bb30-88b2e001a944,no,Valley Life Sciences Building,,,,"University of California, Berkeley",yes,,,https://bds.berkeley.edu/vlsb,94720,,,,"[[[260544685, 260557123, 1419647326, 9531601723, 260557124, 260544686, 260557125, 2835527958, 2835527975, 2835527964, 2835527971, 1419647373, 2835527968, 2835527976, 2835527970, 2835527979, 260557118, 260544687, 260557119, 9531601738, 1419647375, 260557120, 260544688, 260557121, 2835527962, 1257550331, 260557122, 260544685], [361374456, 361374465, 361374463, 361374462, 361374461, 361374460, 361374459, 361374457, 361374456]]]",6,Q5424103,,Q116141740,,Life Sciences Building,George W. Kelham,,,,,,,1930,,,,,,,Valley Life Sciences Building,,,,,,,,,,,,,,,,,Category:Valley Life Sciences Building,,,,,,,,,,,,,,,,,,public,Q168756,VLSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[24024678, 32225280]",multipolygon,Q5545664,concrete,https://www.foursquare.com/v/4b5623c2f964a520330228e3,,
relation,945393,"POLYGON ((-122.252015 37.8697607, -122.2520199 37.8697854, -122.2519756 37.8697908, -122.2520039 37.8699333, -122.2515962 37.8699837, -122.2516065 37.8700355, -122.2515706 37.8700399, -122.2515685 37.8700546, -122.2515503 37.8700668, -122.251526 37.8700698, -122.2515131 37.8700692, -122.2515119 37.8700633, -122.2514918 37.8700659, -122.2514886 37.87005, -122.2514728 37.870052, -122.2514243 37.8698116, -122.2510859 37.8698534, -122.251081 37.8698285, -122.2510612 37.8698309, -122.2510483 37.8698232, -122.2510421 37.869792, -122.2510516 37.8697824, -122.2510714 37.8697799, -122.2510648 37.8697469, -122.2514028 37.8697051, -122.2513628 37.8695034, -122.2510226 37.8695455, -122.2510169 37.8695165, -122.2509979 37.8695189, -122.2509835 37.8695108, -122.2509774 37.8694808, -122.2509881 37.8694695, -122.2510071 37.8694671, -122.2510014 37.8694383, -122.2513411 37.8693964, -122.2513349 37.8693652, -122.2514651 37.8693491, -122.2514711 37.8693795, -122.2514994 37.869376, -122.2514968 37.8693629, -122.2516706 37.8693414, -122.2516728 37.8693524, -122.2519321 37.8693204, -122.2519592 37.8694572, -122.2519169 37.8694624, -122.2519311 37.8695338, -122.2519449 37.8696035, -122.2519829 37.8695988, -122.252015 37.8697607), (-122.2517115 37.8694907, -122.2515001 37.8695171, -122.2515285 37.8696592, -122.2517399 37.8696328, -122.2517115 37.8694907))",Berkeley,,2299,CA,Piedmont Avenue,,dormitory,115,Alameda,1656724,57871b70-0100-4405-bb30-88b2e001a944,,International House,,,,,,,,,94720,,,,"[[[260547682, 8436435786, 260547683, 260547684, 260547685, 260547686, 260547687, 11374955331, 11374955327, 11374955328, 11374955329, 11374955326, 11374955324, 11374955325, 11374955330, 260547688, 260547689, 260547690, 11374955312, 11374955319, 11374955322, 11374955323, 11374955318, 11374955313, 260547691, 260547692, 260547693, 260547694, 11374955314, 11374955317, 11374955320, 11374955321, 11374955316, 11374955315, 260547695, 260547696, 260547697, 260547698, 11374955333, 11374955332, 11374955334, 11374955335, 260547699, 260547700, 260547701, 260547702, 2308655609, 260547703, 260547682], [760874934, 760874890, 760874922, 760874876, 760874934]]]",8,,,Q14682479,,,,,,,,,,,,,,,en:International House Berkeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,"[24025054, 60787286]",multipolygon,,,,https://ihouse.berkeley.edu/,
relation,1734951,"POLYGON ((-122.2574087 37.8695276, -122.2574563 37.8696529, -122.2575521 37.8696301, -122.2575961 37.8697456, -122.2573062 37.8698144, -122.2572756 37.869734, -122.2571796 37.8697568, -122.2571716 37.8697357, -122.2567815 37.8698281, -122.256789 37.8698477, -122.2566706 37.8698757, -122.2567005 37.8699544, -122.2564256 37.8700195, -122.2563858 37.8699149, -122.2564716 37.8698945, -122.2563793 37.869652, -122.2563333 37.8696629, -122.2562433 37.8694263, -122.2564412 37.8693794, -122.2564249 37.8693368, -122.2566949 37.8692728, -122.2567121 37.869318, -122.2568791 37.8692784, -122.2568628 37.8692356, -122.2571287 37.8691725, -122.2571418 37.8692069, -122.2573281 37.8691627, -122.2574193 37.8694024, -122.2573659 37.8694151, -122.2574087 37.8695276), (-122.2569278 37.8693154, -122.2571194 37.869267, -122.2570963 37.8692098, -122.2569046 37.8692582, -122.2569278 37.8693154), (-122.2567469 37.8696287, -122.2567904 37.8697605, -122.2571203 37.8696832, -122.2570727 37.869553, -122.2567469 37.8696287), (-122.2566714 37.869307, -122.2564723 37.8693506, -122.2564897 37.8694051, -122.2566895 37.8693596, -122.2566714 37.869307))",,,,CA,,,yes,92,Alameda,1656715,57871b70-0100-4405-bb30-88b2e001a944,,Hearst Memorial Gymnasium,USGS Geonames,,,,,,,,,,,,"[[[260542088, 266430961, 266430962, 3207712841, 260542089, 260542093, 260542095, 260542096, 260542097, 314456194, 314456195, 314456205, 314456206, 260542098, 260542099, 260542100, 260542101, 260542102, 266431420, 266431421, 260542103, 260542126, 260542125, 260542124, 260542123, 260542122, 260542121, 260542119, 260542104, 260542088], [1250628744, 1250628713, 1250628710, 1250628736, 1250628744], [1250628729, 1250628721, 1250628728, 1250628731, 1250628729], [1250628711, 1250628714, 1250628716, 1250628732, 1250628711]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sports_centre,swimming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[24024354, 109190991, 109190994, 109190995]",multipolygon,,,,,
relation,1734952,"POLYGON ((-122.2622144 37.8684306, -122.2622541 37.8686289, -122.2622966 37.8688524, -122.2623227 37.8689761, -122.262308 37.8689707, -122.2619472 37.8690191, -122.2619285 37.8690271, -122.2619204 37.8689789, -122.2619023 37.8689699, -122.2617923 37.868981, -122.2617783 37.8689124, -122.2617522 37.868782, -122.261695 37.8684953, -122.2622144 37.8684306), (-122.2620327 37.8689676, -122.2622914 37.8689342, -122.2621991 37.8684891, -122.2619405 37.8685225, -122.2620327 37.8689676))",,,,,,,yes,,,,,,Spieker Aquatics Complex,,,,,,,,,,,,,"[[[1250630172, 1250630194, 260551590, 260551523, 260551522, 3206232432, 3206232433, 260551521, 260551520, 3206232435, 260551519, 4181862739, 4181862744, 1250630172], [1250630170, 1250630196, 1250630182, 1250630168, 1250630170]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sports_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[109191199, 109191201]",multipolygon,,,,,
relation,1734979,"POLYGON ((-122.2516949 37.8706307, -122.2518241 37.8707894, -122.2519034 37.870932, -122.2519549 37.8710886, -122.2519642 37.8712503, -122.2519399 37.8714062, -122.2518791 37.8715453, -122.2517966 37.8716523, -122.2516734 37.8717674, -122.2515229 37.8718565, -122.2513649 37.8719278, -122.251234 37.8719582, -122.2511756 37.8719718, -122.2509745 37.8719857, -122.2508236 37.8719729, -122.2506175 37.8719241, -122.2503807 37.8718237, -122.2501731 37.8716919, -122.2498331 37.8714062, -122.2496773 37.8712335, -122.2495704 37.8710578, -122.2495146 37.870901, -122.2495145 37.8707054, -122.2495415 37.8705746, -122.2496011 37.8704535, -122.249709 37.8703205, -122.2498532 37.8702035, -122.2500362 37.8701001, -122.2502555 37.8700229, -122.2504676 37.8700092, -122.2506703 37.870021, -122.2508587 37.8700637, -122.2509648 37.8701084, -122.2510765 37.8701534, -122.2512517 37.8702631, -122.2514509 37.8704081, -122.2516949 37.8706307), (-122.2508526 37.8705746, -122.2507399 37.8705045, -122.2506454 37.8704617, -122.2505743 37.8704456, -122.2504698 37.8704395, -122.2503922 37.8704445, -122.2503078 37.8704743, -122.250209 37.8705301, -122.250137 37.8705885, -122.2500881 37.8706488, -122.2500688 37.870688, -122.250058 37.87074, -122.2500581 37.8708418, -122.2500808 37.8709058, -122.250147 37.8710146, -122.2502544 37.8711336, -122.2505433 37.8713763, -122.2506822 37.8714645, -122.2508263 37.8715256, -122.2509316 37.8715506, -122.2509799 37.8715547, -122.2510741 37.8715481, -122.2511504 37.8715304, -122.2512238 37.8714973, -122.251298 37.8714534, -122.2513542 37.8714008, -122.2513844 37.8713617, -122.2514075 37.871309, -122.2514192 37.8712337, -122.2514153 37.8711655, -122.2513871 37.8710861, -122.2513339 37.8710044, -122.251252 37.8709165, -122.2510286 37.8707092, -122.2508526 37.8705746))",,,,,,,stadium,,,,,,,,,,,,,,,,,,,"[[[260547661, 430086594, 430086595, 5870413946, 260547662, 430086596, 260547663, 430086598, 260547664, 430086599, 260547665, 260547666, 430086600, 260547667, 260547677, 260547668, 430086601, 430086602, 260547678, 260547669, 430086603, 260547670, 430086606, 430086604, 3166077141, 260547671, 260547672, 430086587, 430086605, 260547673, 430086586, 260547674, 430086592, 260547675, 260547676, 430086593, 260547661], [1419619814, 1419619839, 1419619791, 1419619794, 1419619832, 1419619824, 1419619779, 1419619793, 1419619795, 1419619765, 1419619759, 1419619800, 1419619797, 1419619777, 1419619838, 1419619763, 1419619775, 1419619810, 1419619826, 1419619789, 1419619823, 1419619762, 1419619774, 1419619822, 1419619830, 1419619828, 1419619816, 1419619840, 1419619807, 1419619812, 1419619844, 1419619842, 1419619781, 1419619776, 1419619814]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[24025053, 128461824]",multipolygon,,,,,
relation,1735008,"POLYGON ((-122.2493054 37.8644589, -122.249182 37.8645139, -122.2490111 37.8645247, -122.2490218 37.8646475, -122.2489889 37.8646494, -122.2488091 37.8646579, -122.2487472 37.8639256, -122.2488001 37.8639224, -122.2488048 37.8639764, -122.2489175 37.863969, -122.2489121 37.8639161, -122.2489651 37.8639129, -122.2489731 37.8640124, -122.2489376 37.864014, -122.2489824 37.8644777, -122.2493054 37.8644589), (-122.248958 37.8645263, -122.248848 37.8645325, -122.2488555 37.8646155, -122.2489655 37.8646093, -122.248958 37.8645263))",,,,,,,yes,,,,,,Administration & Academic Center,,,,,,,,,,,,,"[[[1419660708, 1299938047, 1299938041, 1419660811, 1419660721, 1299938031, 1299938009, 1419660660, 1420252765, 2391023597, 2391023596, 1420252763, 1419661077, 1419661107, 1419660796, 1419660708], [1419660735, 1419660696, 1419660797, 1419660703, 1419660735]]]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[128467234, 128467221]",multipolygon,,,,,
relation,1735011,"POLYGON ((-122.2476128 37.8630386, -122.2476902 37.8630386, -122.2477036 37.8632631, -122.2476312 37.8632631, -122.2476339 37.863352, -122.2473417 37.8633649, -122.2473446 37.863418, -122.2469451 37.8634372, -122.2469473 37.8634791, -122.2464941 37.8634983, -122.2464645 37.8630937, -122.2466737 37.8630831, -122.2466656 37.8629963, -122.2471082 37.8629688, -122.2471055 37.8629222, -122.2475964 37.8628968, -122.2476128 37.8630386), (-122.2470034 37.86333, -122.2469988 37.8632758, -122.247345 37.8632571, -122.2473415 37.8632165, -122.2475131 37.8632072, -122.2474988 37.8630416, -122.2471125 37.8630625, -122.2471164 37.8631077, -122.2466547 37.8631326, -122.2466733 37.8633478, -122.2470034 37.86333))",,,2951;3001,,Derby Street,,yes,,,,,,,,,,,,,,,,,,,"[[[1419660971, 1419661054, 1419660903, 1419660742, 1419660916, 1419660786, 1419660669, 1419660651, 1419660996, 1419660956, 1419660737, 1419660672, 1419660653, 1419661049, 1419660700, 1419660920, 1419660971], [1419660682, 1419661010, 1419660761, 1419660788, 1419660713, 1419660717, 1419660794, 1419660732, 1419660754, 1419660792, 1419660682]]]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[128467258, 128467262]",multipolygon,,,,,
relation,6141724,"POLYGON ((-122.2576914 37.8665731, -122.2576404 37.8665815, -122.2575895 37.8663973, -122.2575968 37.8663163, -122.2575807 37.8662353, -122.2579861 37.866184, -122.2581338 37.8669215, -122.257437 37.8670154, -122.2573833 37.8667236, -122.2577102 37.8666768, -122.2576914 37.8665731), (-122.2578175 37.8662745, -122.2576699 37.8662893, -122.2576619 37.8663762, -122.2577021 37.8664376, -122.2578121 37.866427, -122.2578818 37.8663762, -122.2578738 37.8663126, -122.2578175 37.8662745), (-122.2576565 37.8669013, -122.2576619 37.8668759, -122.2577772 37.8668738, -122.2579918 37.8668441, -122.2579247 37.8665032, -122.2577772 37.8665286, -122.2577772 37.8665646, -122.2578309 37.8667404, -122.2578121 37.8667658, -122.2578201 37.8668018, -122.257568 37.8668356, -122.2575868 37.8669119, -122.2576565 37.8669013))",,,,,,,apartments,,,,,,Maximo Martinez Commons,,,,,,,,,,,,,"[[[4124193209, 4124193216, 4124193242, 4124193235, 514118775, 514118774, 4124193231, 4124193189, 4124193236, 4124193192, 4124193209], [4124193191, 4124193257, 4124193244, 4124193217, 4124193239, 4124193245, 4124193228, 4124193194, 4124193215, 4124193210, 4124193249, 4124193213, 4124193191], [4124193193, 4124193248, 4124193204, 4124193226, 4124193214, 4124193208, 4124193218, 4124193193]]]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[410615365, 410615367, 410615370]",multipolygon,,,,,
